State Residency When Elected,Presidential Party,Close-1,YearPres,President,Market,Date,MonthDay,Day,Close
Illinois,Democratic,1528.589966,2009_Obama,Barack Obama,NASDAQ,3/31/2009,3/31,Tuesday,1528.589966
Illinois,Democratic,1551.599976,2009_Obama,Barack Obama,NASDAQ,4/1/2009,4/1,Wednesday,1551.599976
Illinois,Democratic,1602.630005,2009_Obama,Barack Obama,NASDAQ,4/2/2009,4/2,Thursday,1602.630005
Illinois,Democratic,1621.869995,2009_Obama,Barack Obama,NASDAQ,4/3/2009,4/3,Friday,1621.869995
Illinois,Democratic,1606.709961,2009_Obama,Barack Obama,NASDAQ,4/6/2009,4/6,Monday,1606.709961
Illinois,Democratic,1561.609985,2009_Obama,Barack Obama,NASDAQ,4/7/2009,4/7,Tuesday,1561.609985
Illinois,Democratic,1590.660034,2009_Obama,Barack Obama,NASDAQ,4/8/2009,4/8,Wednesday,1590.660034
Illinois,Democratic,1652.540039,2009_Obama,Barack Obama,NASDAQ,4/9/2009,4/9,Thursday,1652.540039
Illinois,Democratic,1653.310059,2009_Obama,Barack Obama,NASDAQ,4/13/2009,4/13,Monday,1653.310059
Illinois,Democratic,1625.719971,2009_Obama,Barack Obama,NASDAQ,4/14/2009,4/14,Tuesday,1625.719971
Illinois,Democratic,1626.800049,2009_Obama,Barack Obama,NASDAQ,4/15/2009,4/15,Wednesday,1626.800049
Illinois,Democratic,1670.439941,2009_Obama,Barack Obama,NASDAQ,4/16/2009,4/16,Thursday,1670.439941
Illinois,Democratic,1673.069946,2009_Obama,Barack Obama,NASDAQ,4/17/2009,4/17,Friday,1673.069946
Illinois,Democratic,1608.209961,2009_Obama,Barack Obama,NASDAQ,4/20/2009,4/20,Monday,1608.209961
Illinois,Democratic,1643.849976,2009_Obama,Barack Obama,NASDAQ,4/21/2009,4/21,Tuesday,1643.849976
Illinois,Democratic,1646.119995,2009_Obama,Barack Obama,NASDAQ,4/22/2009,4/22,Wednesday,1646.119995
Illinois,Democratic,1652.209961,2009_Obama,Barack Obama,NASDAQ,4/23/2009,4/23,Thursday,1652.209961
Illinois,Democratic,1694.290039,2009_Obama,Barack Obama,NASDAQ,4/24/2009,4/24,Friday,1694.290039
Illinois,Democratic,1679.410034,2009_Obama,Barack Obama,NASDAQ,4/27/2009,4/27,Monday,1679.410034
Illinois,Democratic,1673.810059,2009_Obama,Barack Obama,NASDAQ,4/28/2009,4/28,Tuesday,1673.810059
Illinois,Democratic,1711.939941,2009_Obama,Barack Obama,NASDAQ,4/29/2009,4/29,Wednesday,1711.939941
Illinois,Democratic,1717.300049,2009_Obama,Barack Obama,NASDAQ,4/30/2009,4/30,Thursday,1717.300049
Illinois,Democratic,850.119995,2009_Obama,Barack Obama,S&P 500,1/16/2009,1/16,Friday,850.119995
Illinois,Democratic,805.219971,2009_Obama,Barack Obama,S&P 500,1/20/2009,1/20,Tuesday,805.219971
Illinois,Democratic,840.23999,2009_Obama,Barack Obama,S&P 500,1/21/2009,1/21,Wednesday,840.23999
Illinois,Democratic,827.5,2009_Obama,Barack Obama,S&P 500,1/22/2009,1/22,Thursday,827.5
Illinois,Democratic,831.950012,2009_Obama,Barack Obama,S&P 500,1/23/2009,1/23,Friday,831.950012
Illinois,Democratic,836.570007,2009_Obama,Barack Obama,S&P 500,1/26/2009,1/26,Monday,836.570007
Illinois,Democratic,845.710022,2009_Obama,Barack Obama,S&P 500,1/27/2009,1/27,Tuesday,845.710022
Illinois,Democratic,874.090027,2009_Obama,Barack Obama,S&P 500,1/28/2009,1/28,Wednesday,874.090027
Illinois,Democratic,845.140015,2009_Obama,Barack Obama,S&P 500,1/29/2009,1/29,Thursday,845.140015
Illinois,Democratic,825.880005,2009_Obama,Barack Obama,S&P 500,1/30/2009,1/30,Friday,825.880005
Illinois,Democratic,825.440002,2009_Obama,Barack Obama,S&P 500,2/2/2009,2/2,Monday,825.440002
Illinois,Democratic,838.51001,2009_Obama,Barack Obama,S&P 500,2/3/2009,2/3,Tuesday,838.51001
Illinois,Democratic,832.22998,2009_Obama,Barack Obama,S&P 500,2/4/2009,2/4,Wednesday,832.22998
Illinois,Democratic,845.849976,2009_Obama,Barack Obama,S&P 500,2/5/2009,2/5,Thursday,845.849976
Illinois,Democratic,868.599976,2009_Obama,Barack Obama,S&P 500,2/6/2009,2/6,Friday,868.599976
Illinois,Democratic,869.890015,2009_Obama,Barack Obama,S&P 500,2/9/2009,2/9,Monday,869.890015
Illinois,Democratic,827.159973,2009_Obama,Barack Obama,S&P 500,2/10/2009,2/10,Tuesday,827.159973
Illinois,Democratic,833.73999,2009_Obama,Barack Obama,S&P 500,2/11/2009,2/11,Wednesday,833.73999
Illinois,Democratic,835.190002,2009_Obama,Barack Obama,S&P 500,2/12/2009,2/12,Thursday,835.190002
Illinois,Democratic,826.840027,2009_Obama,Barack Obama,S&P 500,2/13/2009,2/13,Friday,826.840027
Illinois,Democratic,789.169983,2009_Obama,Barack Obama,S&P 500,2/17/2009,2/17,Tuesday,789.169983
Illinois,Democratic,788.419983,2009_Obama,Barack Obama,S&P 500,2/18/2009,2/18,Wednesday,788.419983
Illinois,Democratic,778.940002,2009_Obama,Barack Obama,S&P 500,2/19/2009,2/19,Thursday,778.940002
Illinois,Democratic,770.049988,2009_Obama,Barack Obama,S&P 500,2/20/2009,2/20,Friday,770.049988
Illinois,Democratic,743.330017,2009_Obama,Barack Obama,S&P 500,2/23/2009,2/23,Monday,743.330017
Illinois,Democratic,773.140015,2009_Obama,Barack Obama,S&P 500,2/24/2009,2/24,Tuesday,773.140015
Illinois,Democratic,764.900024,2009_Obama,Barack Obama,S&P 500,2/25/2009,2/25,Wednesday,764.900024
Illinois,Democratic,752.830017,2009_Obama,Barack Obama,S&P 500,2/26/2009,2/26,Thursday,752.830017
Illinois,Democratic,735.090027,2009_Obama,Barack Obama,S&P 500,2/27/2009,2/27,Friday,735.090027
Illinois,Democratic,700.820007,2009_Obama,Barack Obama,S&P 500,3/2/2009,3/2,Monday,700.820007
Illinois,Democratic,696.330017,2009_Obama,Barack Obama,S&P 500,3/3/2009,3/3,Tuesday,696.330017
Illinois,Democratic,712.869995,2009_Obama,Barack Obama,S&P 500,3/4/2009,3/4,Wednesday,712.869995
Illinois,Democratic,682.549988,2009_Obama,Barack Obama,S&P 500,3/5/2009,3/5,Thursday,682.549988
Illinois,Democratic,683.380005,2009_Obama,Barack Obama,S&P 500,3/6/2009,3/6,Friday,683.380005
Illinois,Democratic,676.530029,2009_Obama,Barack Obama,S&P 500,3/9/2009,3/9,Monday,676.530029
Illinois,Democratic,719.599976,2009_Obama,Barack Obama,S&P 500,3/10/2009,3/10,Tuesday,719.599976
Illinois,Democratic,721.359985,2009_Obama,Barack Obama,S&P 500,3/11/2009,3/11,Wednesday,721.359985
Illinois,Democratic,750.73999,2009_Obama,Barack Obama,S&P 500,3/12/2009,3/12,Thursday,750.73999
Illinois,Democratic,756.549988,2009_Obama,Barack Obama,S&P 500,3/13/2009,3/13,Friday,756.549988
Illinois,Democratic,753.890015,2009_Obama,Barack Obama,S&P 500,3/16/2009,3/16,Monday,753.890015
Illinois,Democratic,778.119995,2009_Obama,Barack Obama,S&P 500,3/17/2009,3/17,Tuesday,778.119995
Illinois,Democratic,794.349976,2009_Obama,Barack Obama,S&P 500,3/18/2009,3/18,Wednesday,794.349976
Illinois,Democratic,784.039978,2009_Obama,Barack Obama,S&P 500,3/19/2009,3/19,Thursday,784.039978
Illinois,Democratic,768.539978,2009_Obama,Barack Obama,S&P 500,3/20/2009,3/20,Friday,768.539978
Illinois,Democratic,822.919983,2009_Obama,Barack Obama,S&P 500,3/23/2009,3/23,Monday,822.919983
Illinois,Democratic,806.119995,2009_Obama,Barack Obama,S&P 500,3/24/2009,3/24,Tuesday,806.119995
Illinois,Democratic,813.880005,2009_Obama,Barack Obama,S&P 500,3/25/2009,3/25,Wednesday,813.880005
Illinois,Democratic,832.859985,2009_Obama,Barack Obama,S&P 500,3/26/2009,3/26,Thursday,832.859985
Illinois,Democratic,815.940002,2009_Obama,Barack Obama,S&P 500,3/27/2009,3/27,Friday,815.940002
Illinois,Democratic,787.530029,2009_Obama,Barack Obama,S&P 500,3/30/2009,3/30,Monday,787.530029
Illinois,Democratic,797.869995,2009_Obama,Barack Obama,S&P 500,3/31/2009,3/31,Tuesday,797.869995
Illinois,Democratic,811.080017,2009_Obama,Barack Obama,S&P 500,4/1/2009,4/1,Wednesday,811.080017
Illinois,Democratic,834.380005,2009_Obama,Barack Obama,S&P 500,4/2/2009,4/2,Thursday,834.380005
Illinois,Democratic,842.5,2009_Obama,Barack Obama,S&P 500,4/3/2009,4/3,Friday,842.5
Illinois,Democratic,835.47998,2009_Obama,Barack Obama,S&P 500,4/6/2009,4/6,Monday,835.47998
Illinois,Democratic,815.549988,2009_Obama,Barack Obama,S&P 500,4/7/2009,4/7,Tuesday,815.549988
Illinois,Democratic,825.159973,2009_Obama,Barack Obama,S&P 500,4/8/2009,4/8,Wednesday,825.159973
Illinois,Democratic,856.559998,2009_Obama,Barack Obama,S&P 500,4/9/2009,4/9,Thursday,856.559998
Illinois,Democratic,858.72998,2009_Obama,Barack Obama,S&P 500,4/13/2009,4/13,Monday,858.72998
Illinois,Democratic,841.5,2009_Obama,Barack Obama,S&P 500,4/14/2009,4/14,Tuesday,841.5
Illinois,Democratic,852.059998,2009_Obama,Barack Obama,S&P 500,4/15/2009,4/15,Wednesday,852.059998
Illinois,Democratic,865.299988,2009_Obama,Barack Obama,S&P 500,4/16/2009,4/16,Thursday,865.299988
Illinois,Democratic,869.599976,2009_Obama,Barack Obama,S&P 500,4/17/2009,4/17,Friday,869.599976
Illinois,Democratic,832.390015,2009_Obama,Barack Obama,S&P 500,4/20/2009,4/20,Monday,832.390015
Illinois,Democratic,850.080017,2009_Obama,Barack Obama,S&P 500,4/21/2009,4/21,Tuesday,850.080017
Illinois,Democratic,843.549988,2009_Obama,Barack Obama,S&P 500,4/22/2009,4/22,Wednesday,843.549988
Illinois,Democratic,851.919983,2009_Obama,Barack Obama,S&P 500,4/23/2009,4/23,Thursday,851.919983
Illinois,Democratic,866.22998,2009_Obama,Barack Obama,S&P 500,4/24/2009,4/24,Friday,866.22998
Illinois,Democratic,857.51001,2009_Obama,Barack Obama,S&P 500,4/27/2009,4/27,Monday,857.51001
Illinois,Democratic,855.159973,2009_Obama,Barack Obama,S&P 500,4/28/2009,4/28,Tuesday,855.159973
Illinois,Democratic,873.640015,2009_Obama,Barack Obama,S&P 500,4/29/2009,4/29,Wednesday,873.640015
Illinois,Democratic,872.809998,2009_Obama,Barack Obama,S&P 500,4/30/2009,4/30,Thursday,872.809998
New York,Republican,19732.40039,2017_Trump,Donald Trump,Dow Jones Index,1/19/2017,1/19,Thursday,19732.40039
New York,Republican,19827.25,2017_Trump,Donald Trump,Dow Jones Index,1/20/2017,1/20,Friday,19827.25
New York,Republican,19799.84961,2017_Trump,Donald Trump,Dow Jones Index,1/23/2017,1/23,Monday,19799.84961
New York,Republican,19912.71094,2017_Trump,Donald Trump,Dow Jones Index,1/24/2017,1/24,Tuesday,19912.71094
New York,Republican,20068.50977,2017_Trump,Donald Trump,Dow Jones Index,1/25/2017,1/25,Wednesday,20068.50977
New York,Republican,20100.91016,2017_Trump,Donald Trump,Dow Jones Index,1/26/2017,1/26,Thursday,20100.91016
New York,Republican,20093.7793,2017_Trump,Donald Trump,Dow Jones Index,1/27/2017,1/27,Friday,20093.7793
New York,Republican,19971.13086,2017_Trump,Donald Trump,Dow Jones Index,1/30/2017,1/30,Monday,19971.13086
New York,Republican,19864.08984,2017_Trump,Donald Trump,Dow Jones Index,1/31/2017,1/31,Tuesday,19864.08984
New York,Republican,19890.93945,2017_Trump,Donald Trump,Dow Jones Index,2/1/2017,2/1,Wednesday,19890.93945
New York,Republican,19884.91016,2017_Trump,Donald Trump,Dow Jones Index,2/2/2017,2/2,Thursday,19884.91016
New York,Republican,20071.46094,2017_Trump,Donald Trump,Dow Jones Index,2/3/2017,2/3,Friday,20071.46094
New York,Republican,20052.41992,2017_Trump,Donald Trump,Dow Jones Index,2/6/2017,2/6,Monday,20052.41992
New York,Republican,20090.28906,2017_Trump,Donald Trump,Dow Jones Index,2/7/2017,2/7,Tuesday,20090.28906
New York,Republican,20054.33984,2017_Trump,Donald Trump,Dow Jones Index,2/8/2017,2/8,Wednesday,20054.33984
New York,Republican,20172.40039,2017_Trump,Donald Trump,Dow Jones Index,2/9/2017,2/9,Thursday,20172.40039
New York,Republican,20269.36914,2017_Trump,Donald Trump,Dow Jones Index,2/10/2017,2/10,Friday,20269.36914
New York,Republican,20412.16016,2017_Trump,Donald Trump,Dow Jones Index,2/13/2017,2/13,Monday,20412.16016
New York,Republican,20504.41016,2017_Trump,Donald Trump,Dow Jones Index,2/14/2017,2/14,Tuesday,20504.41016
New York,Republican,20611.85938,2017_Trump,Donald Trump,Dow Jones Index,2/15/2017,2/15,Wednesday,20611.85938
New York,Republican,20619.76953,2017_Trump,Donald Trump,Dow Jones Index,2/16/2017,2/16,Thursday,20619.76953
New York,Republican,20624.05078,2017_Trump,Donald Trump,Dow Jones Index,2/17/2017,2/17,Friday,20624.05078
New York,Republican,20743,2017_Trump,Donald Trump,Dow Jones Index,2/21/2017,2/21,Tuesday,20743
New York,Republican,20775.59961,2017_Trump,Donald Trump,Dow Jones Index,2/22/2017,2/22,Wednesday,20775.59961
New York,Republican,20810.32031,2017_Trump,Donald Trump,Dow Jones Index,2/23/2017,2/23,Thursday,20810.32031
New York,Republican,20821.75977,2017_Trump,Donald Trump,Dow Jones Index,2/24/2017,2/24,Friday,20821.75977
New York,Republican,20837.43945,2017_Trump,Donald Trump,Dow Jones Index,2/27/2017,2/27,Monday,20837.43945
New York,Republican,20812.24023,2017_Trump,Donald Trump,Dow Jones Index,2/28/2017,2/28,Tuesday,20812.24023
New York,Republican,21115.55078,2017_Trump,Donald Trump,Dow Jones Index,3/1/2017,3/1,Wednesday,21115.55078
New York,Republican,21002.9707,2017_Trump,Donald Trump,Dow Jones Index,3/2/2017,3/2,Thursday,21002.9707
New York,Republican,21005.71094,2017_Trump,Donald Trump,Dow Jones Index,3/3/2017,3/3,Friday,21005.71094
New York,Republican,20954.33984,2017_Trump,Donald Trump,Dow Jones Index,3/6/2017,3/6,Monday,20954.33984
New York,Republican,20924.75977,2017_Trump,Donald Trump,Dow Jones Index,3/7/2017,3/7,Tuesday,20924.75977
New York,Republican,20855.73047,2017_Trump,Donald Trump,Dow Jones Index,3/8/2017,3/8,Wednesday,20855.73047
New York,Republican,20858.18945,2017_Trump,Donald Trump,Dow Jones Index,3/9/2017,3/9,Thursday,20858.18945
New York,Republican,20902.98047,2017_Trump,Donald Trump,Dow Jones Index,3/10/2017,3/10,Friday,20902.98047
New York,Republican,20881.48047,2017_Trump,Donald Trump,Dow Jones Index,3/13/2017,3/13,Monday,20881.48047
New York,Republican,20837.36914,2017_Trump,Donald Trump,Dow Jones Index,3/14/2017,3/14,Tuesday,20837.36914
New York,Republican,20950.09961,2017_Trump,Donald Trump,Dow Jones Index,3/15/2017,3/15,Wednesday,20950.09961
New York,Republican,20934.55078,2017_Trump,Donald Trump,Dow Jones Index,3/16/2017,3/16,Thursday,20934.55078
New York,Republican,20914.61914,2017_Trump,Donald Trump,Dow Jones Index,3/17/2017,3/17,Friday,20914.61914
New York,Republican,20905.85938,2017_Trump,Donald Trump,Dow Jones Index,3/20/2017,3/20,Monday,20905.85938
New York,Republican,20668.00977,2017_Trump,Donald Trump,Dow Jones Index,3/21/2017,3/21,Tuesday,20668.00977
New York,Republican,20661.30078,2017_Trump,Donald Trump,Dow Jones Index,3/22/2017,3/22,Wednesday,20661.30078
New York,Republican,20656.58008,2017_Trump,Donald Trump,Dow Jones Index,3/23/2017,3/23,Thursday,20656.58008
New York,Republican,20596.7207,2017_Trump,Donald Trump,Dow Jones Index,3/24/2017,3/24,Friday,20596.7207
New York,Republican,20550.98047,2017_Trump,Donald Trump,Dow Jones Index,3/27/2017,3/27,Monday,20550.98047
New York,Republican,20701.5,2017_Trump,Donald Trump,Dow Jones Index,3/28/2017,3/28,Tuesday,20701.5
New York,Republican,20659.32031,2017_Trump,Donald Trump,Dow Jones Index,3/29/2017,3/29,Wednesday,20659.32031
New York,Republican,20728.49023,2017_Trump,Donald Trump,Dow Jones Index,3/30/2017,3/30,Thursday,20728.49023
New York,Republican,20663.2207,2017_Trump,Donald Trump,Dow Jones Index,3/31/2017,3/31,Friday,20663.2207
New York,Republican,20650.21094,2017_Trump,Donald Trump,Dow Jones Index,4/3/2017,4/3,Monday,20650.21094
New York,Republican,20689.24023,2017_Trump,Donald Trump,Dow Jones Index,4/4/2017,4/4,Tuesday,20689.24023
New York,Republican,20648.15039,2017_Trump,Donald Trump,Dow Jones Index,4/5/2017,4/5,Wednesday,20648.15039
New York,Republican,20662.94922,2017_Trump,Donald Trump,Dow Jones Index,4/6/2017,4/6,Thursday,20662.94922
New York,Republican,20656.09961,2017_Trump,Donald Trump,Dow Jones Index,4/7/2017,4/7,Friday,20656.09961
New York,Republican,20658.01953,2017_Trump,Donald Trump,Dow Jones Index,4/10/2017,4/10,Monday,20658.01953
New York,Republican,20651.30078,2017_Trump,Donald Trump,Dow Jones Index,4/11/2017,4/11,Tuesday,20651.30078
New York,Republican,20591.85938,2017_Trump,Donald Trump,Dow Jones Index,4/12/2017,4/12,Wednesday,20591.85938
New York,Republican,20453.25,2017_Trump,Donald Trump,Dow Jones Index,4/13/2017,4/13,Thursday,20453.25
New York,Republican,20636.91992,2017_Trump,Donald Trump,Dow Jones Index,4/17/2017,4/17,Monday,20636.91992
New York,Republican,20523.2793,2017_Trump,Donald Trump,Dow Jones Index,4/18/2017,4/18,Tuesday,20523.2793
New York,Republican,20404.49023,2017_Trump,Donald Trump,Dow Jones Index,4/19/2017,4/19,Wednesday,20404.49023
New York,Republican,20578.71094,2017_Trump,Donald Trump,Dow Jones Index,4/20/2017,4/20,Thursday,20578.71094
New York,Republican,20547.75977,2017_Trump,Donald Trump,Dow Jones Index,4/21/2017,4/21,Friday,20547.75977
New York,Republican,20763.89063,2017_Trump,Donald Trump,Dow Jones Index,4/24/2017,4/24,Monday,20763.89063
New York,Republican,20996.11914,2017_Trump,Donald Trump,Dow Jones Index,4/25/2017,4/25,Tuesday,20996.11914
New York,Republican,20975.08984,2017_Trump,Donald Trump,Dow Jones Index,4/26/2017,4/26,Wednesday,20975.08984
New York,Republican,20981.33008,2017_Trump,Donald Trump,Dow Jones Index,4/27/2017,4/27,Thursday,20981.33008
New York,Republican,20940.50977,2017_Trump,Donald Trump,Dow Jones Index,4/28/2017,4/28,Friday,20940.50977
New York,Republican,5540.080078,2017_Trump,Donald Trump,NASDAQ,1/19/2017,1/19,Thursday,5540.080078
New York,Republican,5555.330078,2017_Trump,Donald Trump,NASDAQ,1/20/2017,1/20,Friday,5555.330078
New York,Republican,5552.939941,2017_Trump,Donald Trump,NASDAQ,1/23/2017,1/23,Monday,5552.939941
New York,Republican,5600.959961,2017_Trump,Donald Trump,NASDAQ,1/24/2017,1/24,Tuesday,5600.959961
New York,Republican,5656.339844,2017_Trump,Donald Trump,NASDAQ,1/25/2017,1/25,Wednesday,5656.339844
New York,Republican,5655.180176,2017_Trump,Donald Trump,NASDAQ,1/26/2017,1/26,Thursday,5655.180176
New York,Republican,5660.779785,2017_Trump,Donald Trump,NASDAQ,1/27/2017,1/27,Friday,5660.779785
New York,Republican,5613.709961,2017_Trump,Donald Trump,NASDAQ,1/30/2017,1/30,Monday,5613.709961
New York,Republican,5614.790039,2017_Trump,Donald Trump,NASDAQ,1/31/2017,1/31,Tuesday,5614.790039
New York,Republican,5642.649902,2017_Trump,Donald Trump,NASDAQ,2/1/2017,2/1,Wednesday,5642.649902
New York,Republican,5636.200195,2017_Trump,Donald Trump,NASDAQ,2/2/2017,2/2,Thursday,5636.200195
New York,Republican,5666.77002,2017_Trump,Donald Trump,NASDAQ,2/3/2017,2/3,Friday,5666.77002
New York,Republican,5663.549805,2017_Trump,Donald Trump,NASDAQ,2/6/2017,2/6,Monday,5663.549805
New York,Republican,5674.220215,2017_Trump,Donald Trump,NASDAQ,2/7/2017,2/7,Tuesday,5674.220215
New York,Republican,5682.450195,2017_Trump,Donald Trump,NASDAQ,2/8/2017,2/8,Wednesday,5682.450195
New York,Republican,5715.180176,2017_Trump,Donald Trump,NASDAQ,2/9/2017,2/9,Thursday,5715.180176
New York,Republican,5734.129883,2017_Trump,Donald Trump,NASDAQ,2/10/2017,2/10,Friday,5734.129883
New York,Republican,5763.959961,2017_Trump,Donald Trump,NASDAQ,2/13/2017,2/13,Monday,5763.959961
New York,Republican,5782.569824,2017_Trump,Donald Trump,NASDAQ,2/14/2017,2/14,Tuesday,5782.569824
New York,Republican,5819.439941,2017_Trump,Donald Trump,NASDAQ,2/15/2017,2/15,Wednesday,5819.439941
New York,Republican,5814.899902,2017_Trump,Donald Trump,NASDAQ,2/16/2017,2/16,Thursday,5814.899902
New York,Republican,5838.580078,2017_Trump,Donald Trump,NASDAQ,2/17/2017,2/17,Friday,5838.580078
New York,Republican,5865.950195,2017_Trump,Donald Trump,NASDAQ,2/21/2017,2/21,Tuesday,5865.950195
New York,Republican,5860.629883,2017_Trump,Donald Trump,NASDAQ,2/22/2017,2/22,Wednesday,5860.629883
New York,Republican,5835.509766,2017_Trump,Donald Trump,NASDAQ,2/23/2017,2/23,Thursday,5835.509766
New York,Republican,5845.310059,2017_Trump,Donald Trump,NASDAQ,2/24/2017,2/24,Friday,5845.310059
New York,Republican,5861.899902,2017_Trump,Donald Trump,NASDAQ,2/27/2017,2/27,Monday,5861.899902
New York,Republican,5825.439941,2017_Trump,Donald Trump,NASDAQ,2/28/2017,2/28,Tuesday,5825.439941
New York,Republican,5904.029785,2017_Trump,Donald Trump,NASDAQ,3/1/2017,3/1,Wednesday,5904.029785
New York,Republican,5861.220215,2017_Trump,Donald Trump,NASDAQ,3/2/2017,3/2,Thursday,5861.220215
New York,Republican,5870.75,2017_Trump,Donald Trump,NASDAQ,3/3/2017,3/3,Friday,5870.75
New York,Republican,5849.180176,2017_Trump,Donald Trump,NASDAQ,3/6/2017,3/6,Monday,5849.180176
New York,Republican,5833.930176,2017_Trump,Donald Trump,NASDAQ,3/7/2017,3/7,Tuesday,5833.930176
New York,Republican,5837.549805,2017_Trump,Donald Trump,NASDAQ,3/8/2017,3/8,Wednesday,5837.549805
New York,Republican,5838.810059,2017_Trump,Donald Trump,NASDAQ,3/9/2017,3/9,Thursday,5838.810059
New York,Republican,5861.72998,2017_Trump,Donald Trump,NASDAQ,3/10/2017,3/10,Friday,5861.72998
New York,Republican,5875.779785,2017_Trump,Donald Trump,NASDAQ,3/13/2017,3/13,Monday,5875.779785
New York,Republican,5856.819824,2017_Trump,Donald Trump,NASDAQ,3/14/2017,3/14,Tuesday,5856.819824
New York,Republican,5900.049805,2017_Trump,Donald Trump,NASDAQ,3/15/2017,3/15,Wednesday,5900.049805
New York,Republican,5900.759766,2017_Trump,Donald Trump,NASDAQ,3/16/2017,3/16,Thursday,5900.759766
New York,Republican,5901,2017_Trump,Donald Trump,NASDAQ,3/17/2017,3/17,Friday,5901
New York,Republican,5901.529785,2017_Trump,Donald Trump,NASDAQ,3/20/2017,3/20,Monday,5901.529785
New York,Republican,5793.830078,2017_Trump,Donald Trump,NASDAQ,3/21/2017,3/21,Tuesday,5793.830078
New York,Republican,5821.640137,2017_Trump,Donald Trump,NASDAQ,3/22/2017,3/22,Wednesday,5821.640137
New York,Republican,5817.689941,2017_Trump,Donald Trump,NASDAQ,3/23/2017,3/23,Thursday,5817.689941
New York,Republican,5828.740234,2017_Trump,Donald Trump,NASDAQ,3/24/2017,3/24,Friday,5828.740234
New York,Republican,5840.370117,2017_Trump,Donald Trump,NASDAQ,3/27/2017,3/27,Monday,5840.370117
New York,Republican,5875.140137,2017_Trump,Donald Trump,NASDAQ,3/28/2017,3/28,Tuesday,5875.140137
New York,Republican,5897.549805,2017_Trump,Donald Trump,NASDAQ,3/29/2017,3/29,Wednesday,5897.549805
New York,Republican,5914.339844,2017_Trump,Donald Trump,NASDAQ,3/30/2017,3/30,Thursday,5914.339844
New York,Republican,5911.740234,2017_Trump,Donald Trump,NASDAQ,3/31/2017,3/31,Friday,5911.740234
New York,Republican,5894.680176,2017_Trump,Donald Trump,NASDAQ,4/3/2017,4/3,Monday,5894.680176
New York,Republican,5898.609863,2017_Trump,Donald Trump,NASDAQ,4/4/2017,4/4,Tuesday,5898.609863
New York,Republican,5864.47998,2017_Trump,Donald Trump,NASDAQ,4/5/2017,4/5,Wednesday,5864.47998
New York,Republican,5878.950195,2017_Trump,Donald Trump,NASDAQ,4/6/2017,4/6,Thursday,5878.950195
New York,Republican,5877.810059,2017_Trump,Donald Trump,NASDAQ,4/7/2017,4/7,Friday,5877.810059
New York,Republican,5880.930176,2017_Trump,Donald Trump,NASDAQ,4/10/2017,4/10,Monday,5880.930176
New York,Republican,5866.77002,2017_Trump,Donald Trump,NASDAQ,4/11/2017,4/11,Tuesday,5866.77002
New York,Republican,5836.160156,2017_Trump,Donald Trump,NASDAQ,4/12/2017,4/12,Wednesday,5836.160156
New York,Republican,5805.149902,2017_Trump,Donald Trump,NASDAQ,4/13/2017,4/13,Thursday,5805.149902
New York,Republican,5856.790039,2017_Trump,Donald Trump,NASDAQ,4/17/2017,4/17,Monday,5856.790039
New York,Republican,5849.470215,2017_Trump,Donald Trump,NASDAQ,4/18/2017,4/18,Tuesday,5849.470215
New York,Republican,5863.029785,2017_Trump,Donald Trump,NASDAQ,4/19/2017,4/19,Wednesday,5863.029785
New York,Republican,5916.779785,2017_Trump,Donald Trump,NASDAQ,4/20/2017,4/20,Thursday,5916.779785
New York,Republican,5910.52002,2017_Trump,Donald Trump,NASDAQ,4/21/2017,4/21,Friday,5910.52002
New York,Republican,5983.819824,2017_Trump,Donald Trump,NASDAQ,4/24/2017,4/24,Monday,5983.819824
New York,Republican,6025.490234,2017_Trump,Donald Trump,NASDAQ,4/25/2017,4/25,Tuesday,6025.490234
New York,Republican,6025.22998,2017_Trump,Donald Trump,NASDAQ,4/26/2017,4/26,Wednesday,6025.22998
New York,Republican,6048.939941,2017_Trump,Donald Trump,NASDAQ,4/27/2017,4/27,Thursday,6048.939941
New York,Republican,6047.609863,2017_Trump,Donald Trump,NASDAQ,4/28/2017,4/28,Friday,6047.609863
New York,Republican,2263.689941,2017_Trump,Donald Trump,S&P 500,1/19/2017,1/19,Thursday,2263.689941
New York,Republican,2271.310059,2017_Trump,Donald Trump,S&P 500,1/20/2017,1/20,Friday,2271.310059
New York,Republican,2265.199951,2017_Trump,Donald Trump,S&P 500,1/23/2017,1/23,Monday,2265.199951
New York,Republican,2280.070068,2017_Trump,Donald Trump,S&P 500,1/24/2017,1/24,Tuesday,2280.070068
New York,Republican,2298.370117,2017_Trump,Donald Trump,S&P 500,1/25/2017,1/25,Wednesday,2298.370117
New York,Republican,2296.679932,2017_Trump,Donald Trump,S&P 500,1/26/2017,1/26,Thursday,2296.679932
New York,Republican,2294.689941,2017_Trump,Donald Trump,S&P 500,1/27/2017,1/27,Friday,2294.689941
New York,Republican,2280.899902,2017_Trump,Donald Trump,S&P 500,1/30/2017,1/30,Monday,2280.899902
New York,Republican,2278.870117,2017_Trump,Donald Trump,S&P 500,1/31/2017,1/31,Tuesday,2278.870117
New York,Republican,2279.550049,2017_Trump,Donald Trump,S&P 500,2/1/2017,2/1,Wednesday,2279.550049
New York,Republican,2280.850098,2017_Trump,Donald Trump,S&P 500,2/2/2017,2/2,Thursday,2280.850098
New York,Republican,2297.419922,2017_Trump,Donald Trump,S&P 500,2/3/2017,2/3,Friday,2297.419922
