State Residency When Elected,Presidential Party,Close-1,YearPres,President,Market,Date,MonthDay,Day,Close
Texas,Republican,2117.629883,2001_Bush_GW,George W. Bush,NASDAQ,3/2/2001,3/2,Friday,2117.629883
Texas,Republican,2142.919922,2001_Bush_GW,George W. Bush,NASDAQ,3/5/2001,3/5,Monday,2142.919922
Texas,Republican,2204.429932,2001_Bush_GW,George W. Bush,NASDAQ,3/6/2001,3/6,Tuesday,2204.429932
Texas,Republican,2223.919922,2001_Bush_GW,George W. Bush,NASDAQ,3/7/2001,3/7,Wednesday,2223.919922
Texas,Republican,2168.72998,2001_Bush_GW,George W. Bush,NASDAQ,3/8/2001,3/8,Thursday,2168.72998
Texas,Republican,2052.780029,2001_Bush_GW,George W. Bush,NASDAQ,3/9/2001,3/9,Friday,2052.780029
Texas,Republican,1923.380005,2001_Bush_GW,George W. Bush,NASDAQ,3/12/2001,3/12,Monday,1923.380005
Texas,Republican,2014.780029,2001_Bush_GW,George W. Bush,NASDAQ,3/13/2001,3/13,Tuesday,2014.780029
Texas,Republican,1972.089966,2001_Bush_GW,George W. Bush,NASDAQ,3/14/2001,3/14,Wednesday,1972.089966
Texas,Republican,1940.709961,2001_Bush_GW,George W. Bush,NASDAQ,3/15/2001,3/15,Thursday,1940.709961
Texas,Republican,1890.910034,2001_Bush_GW,George W. Bush,NASDAQ,3/16/2001,3/16,Friday,1890.910034
Texas,Republican,1951.180054,2001_Bush_GW,George W. Bush,NASDAQ,3/19/2001,3/19,Monday,1951.180054
Texas,Republican,1857.439941,2001_Bush_GW,George W. Bush,NASDAQ,3/20/2001,3/20,Tuesday,1857.439941
Texas,Republican,1830.22998,2001_Bush_GW,George W. Bush,NASDAQ,3/21/2001,3/21,Wednesday,1830.22998
Texas,Republican,1897.699951,2001_Bush_GW,George W. Bush,NASDAQ,3/22/2001,3/22,Thursday,1897.699951
Texas,Republican,1928.680054,2001_Bush_GW,George W. Bush,NASDAQ,3/23/2001,3/23,Friday,1928.680054
Texas,Republican,1918.48999,2001_Bush_GW,George W. Bush,NASDAQ,3/26/2001,3/26,Monday,1918.48999
Texas,Republican,1972.22998,2001_Bush_GW,George W. Bush,NASDAQ,3/27/2001,3/27,Tuesday,1972.22998
Texas,Republican,1854.130005,2001_Bush_GW,George W. Bush,NASDAQ,3/28/2001,3/28,Wednesday,1854.130005
Texas,Republican,1820.569946,2001_Bush_GW,George W. Bush,NASDAQ,3/29/2001,3/29,Thursday,1820.569946
Texas,Republican,1840.26001,2001_Bush_GW,George W. Bush,NASDAQ,3/30/2001,3/30,Friday,1840.26001
Texas,Republican,1782.969971,2001_Bush_GW,George W. Bush,NASDAQ,4/2/2001,4/2,Monday,1782.969971
Texas,Republican,1673,2001_Bush_GW,George W. Bush,NASDAQ,4/3/2001,4/3,Tuesday,1673
Texas,Republican,1638.800049,2001_Bush_GW,George W. Bush,NASDAQ,4/4/2001,4/4,Wednesday,1638.800049
Texas,Republican,1785,2001_Bush_GW,George W. Bush,NASDAQ,4/5/2001,4/5,Thursday,1785
Texas,Republican,1720.359985,2001_Bush_GW,George W. Bush,NASDAQ,4/6/2001,4/6,Friday,1720.359985
Texas,Republican,1745.709961,2001_Bush_GW,George W. Bush,NASDAQ,4/9/2001,4/9,Monday,1745.709961
Texas,Republican,1852.030029,2001_Bush_GW,George W. Bush,NASDAQ,4/10/2001,4/10,Tuesday,1852.030029
Texas,Republican,1898.949951,2001_Bush_GW,George W. Bush,NASDAQ,4/11/2001,4/11,Wednesday,1898.949951
Texas,Republican,1961.430054,2001_Bush_GW,George W. Bush,NASDAQ,4/12/2001,4/12,Thursday,1961.430054
Texas,Republican,1909.569946,2001_Bush_GW,George W. Bush,NASDAQ,4/16/2001,4/16,Monday,1909.569946
Texas,Republican,1923.219971,2001_Bush_GW,George W. Bush,NASDAQ,4/17/2001,4/17,Tuesday,1923.219971
Texas,Republican,2079.439941,2001_Bush_GW,George W. Bush,NASDAQ,4/18/2001,4/18,Wednesday,2079.439941
Texas,Republican,2182.139893,2001_Bush_GW,George W. Bush,NASDAQ,4/19/2001,4/19,Thursday,2182.139893
Texas,Republican,2163.409912,2001_Bush_GW,George W. Bush,NASDAQ,4/20/2001,4/20,Friday,2163.409912
Texas,Republican,2059.320068,2001_Bush_GW,George W. Bush,NASDAQ,4/23/2001,4/23,Monday,2059.320068
Texas,Republican,2016.609985,2001_Bush_GW,George W. Bush,NASDAQ,4/24/2001,4/24,Tuesday,2016.609985
Texas,Republican,2059.800049,2001_Bush_GW,George W. Bush,NASDAQ,4/25/2001,4/25,Wednesday,2059.800049
Texas,Republican,2034.880005,2001_Bush_GW,George W. Bush,NASDAQ,4/26/2001,4/26,Thursday,2034.880005
Texas,Republican,2075.679932,2001_Bush_GW,George W. Bush,NASDAQ,4/27/2001,4/27,Friday,2075.679932
Texas,Republican,2116.23999,2001_Bush_GW,George W. Bush,NASDAQ,4/30/2001,4/30,Monday,2116.23999
Texas,Republican,1342.540039,2001_Bush_GW,George W. Bush,S&P 500,1/19/2001,1/19,Friday,1342.540039
Texas,Republican,1342.900024,2001_Bush_GW,George W. Bush,S&P 500,1/22/2001,1/22,Monday,1342.900024
Texas,Republican,1360.400024,2001_Bush_GW,George W. Bush,S&P 500,1/23/2001,1/23,Tuesday,1360.400024
Texas,Republican,1364.300049,2001_Bush_GW,George W. Bush,S&P 500,1/24/2001,1/24,Wednesday,1364.300049
Texas,Republican,1357.51001,2001_Bush_GW,George W. Bush,S&P 500,1/25/2001,1/25,Thursday,1357.51001
Texas,Republican,1354.949951,2001_Bush_GW,George W. Bush,S&P 500,1/26/2001,1/26,Friday,1354.949951
Texas,Republican,1364.170044,2001_Bush_GW,George W. Bush,S&P 500,1/29/2001,1/29,Monday,1364.170044
Texas,Republican,1373.72998,2001_Bush_GW,George W. Bush,S&P 500,1/30/2001,1/30,Tuesday,1373.72998
Texas,Republican,1366.01001,2001_Bush_GW,George W. Bush,S&P 500,1/31/2001,1/31,Wednesday,1366.01001
Texas,Republican,1373.469971,2001_Bush_GW,George W. Bush,S&P 500,2/1/2001,2/1,Thursday,1373.469971
Texas,Republican,1349.469971,2001_Bush_GW,George W. Bush,S&P 500,2/2/2001,2/2,Friday,1349.469971
Texas,Republican,1354.310059,2001_Bush_GW,George W. Bush,S&P 500,2/5/2001,2/5,Monday,1354.310059
Texas,Republican,1352.26001,2001_Bush_GW,George W. Bush,S&P 500,2/6/2001,2/6,Tuesday,1352.26001
Texas,Republican,1340.890015,2001_Bush_GW,George W. Bush,S&P 500,2/7/2001,2/7,Wednesday,1340.890015
Texas,Republican,1332.530029,2001_Bush_GW,George W. Bush,S&P 500,2/8/2001,2/8,Thursday,1332.530029
Texas,Republican,1314.76001,2001_Bush_GW,George W. Bush,S&P 500,2/9/2001,2/9,Friday,1314.76001
Texas,Republican,1330.310059,2001_Bush_GW,George W. Bush,S&P 500,2/12/2001,2/12,Monday,1330.310059
Texas,Republican,1318.800049,2001_Bush_GW,George W. Bush,S&P 500,2/13/2001,2/13,Tuesday,1318.800049
Texas,Republican,1315.920044,2001_Bush_GW,George W. Bush,S&P 500,2/14/2001,2/14,Wednesday,1315.920044
Texas,Republican,1326.609985,2001_Bush_GW,George W. Bush,S&P 500,2/15/2001,2/15,Thursday,1326.609985
Texas,Republican,1301.530029,2001_Bush_GW,George W. Bush,S&P 500,2/16/2001,2/16,Friday,1301.530029
Texas,Republican,1278.939941,2001_Bush_GW,George W. Bush,S&P 500,2/20/2001,2/20,Tuesday,1278.939941
Texas,Republican,1255.27002,2001_Bush_GW,George W. Bush,S&P 500,2/21/2001,2/21,Wednesday,1255.27002
Texas,Republican,1252.819946,2001_Bush_GW,George W. Bush,S&P 500,2/22/2001,2/22,Thursday,1252.819946
Texas,Republican,1245.859985,2001_Bush_GW,George W. Bush,S&P 500,2/23/2001,2/23,Friday,1245.859985
Texas,Republican,1267.650024,2001_Bush_GW,George W. Bush,S&P 500,2/26/2001,2/26,Monday,1267.650024
Texas,Republican,1257.939941,2001_Bush_GW,George W. Bush,S&P 500,2/27/2001,2/27,Tuesday,1257.939941
Texas,Republican,1239.939941,2001_Bush_GW,George W. Bush,S&P 500,2/28/2001,2/28,Wednesday,1239.939941
Texas,Republican,1241.22998,2001_Bush_GW,George W. Bush,S&P 500,3/1/2001,3/1,Thursday,1241.22998
Texas,Republican,1234.180054,2001_Bush_GW,George W. Bush,S&P 500,3/2/2001,3/2,Friday,1234.180054
Texas,Republican,1241.410034,2001_Bush_GW,George W. Bush,S&P 500,3/5/2001,3/5,Monday,1241.410034
Texas,Republican,1253.800049,2001_Bush_GW,George W. Bush,S&P 500,3/6/2001,3/6,Tuesday,1253.800049
Texas,Republican,1261.890015,2001_Bush_GW,George W. Bush,S&P 500,3/7/2001,3/7,Wednesday,1261.890015
Texas,Republican,1264.73999,2001_Bush_GW,George W. Bush,S&P 500,3/8/2001,3/8,Thursday,1264.73999
Texas,Republican,1233.420044,2001_Bush_GW,George W. Bush,S&P 500,3/9/2001,3/9,Friday,1233.420044
Texas,Republican,1180.160034,2001_Bush_GW,George W. Bush,S&P 500,3/12/2001,3/12,Monday,1180.160034
Texas,Republican,1197.660034,2001_Bush_GW,George W. Bush,S&P 500,3/13/2001,3/13,Tuesday,1197.660034
Texas,Republican,1166.709961,2001_Bush_GW,George W. Bush,S&P 500,3/14/2001,3/14,Wednesday,1166.709961
Texas,Republican,1173.560059,2001_Bush_GW,George W. Bush,S&P 500,3/15/2001,3/15,Thursday,1173.560059
Texas,Republican,1150.530029,2001_Bush_GW,George W. Bush,S&P 500,3/16/2001,3/16,Friday,1150.530029
Texas,Republican,1170.810059,2001_Bush_GW,George W. Bush,S&P 500,3/19/2001,3/19,Monday,1170.810059
Texas,Republican,1142.619995,2001_Bush_GW,George W. Bush,S&P 500,3/20/2001,3/20,Tuesday,1142.619995
Texas,Republican,1122.140015,2001_Bush_GW,George W. Bush,S&P 500,3/21/2001,3/21,Wednesday,1122.140015
Texas,Republican,1117.579956,2001_Bush_GW,George W. Bush,S&P 500,3/22/2001,3/22,Thursday,1117.579956
Texas,Republican,1139.829956,2001_Bush_GW,George W. Bush,S&P 500,3/23/2001,3/23,Friday,1139.829956
Texas,Republican,1152.689941,2001_Bush_GW,George W. Bush,S&P 500,3/26/2001,3/26,Monday,1152.689941
Texas,Republican,1182.170044,2001_Bush_GW,George W. Bush,S&P 500,3/27/2001,3/27,Tuesday,1182.170044
Texas,Republican,1153.290039,2001_Bush_GW,George W. Bush,S&P 500,3/28/2001,3/28,Wednesday,1153.290039
Texas,Republican,1147.949951,2001_Bush_GW,George W. Bush,S&P 500,3/29/2001,3/29,Thursday,1147.949951
Texas,Republican,1160.329956,2001_Bush_GW,George W. Bush,S&P 500,3/30/2001,3/30,Friday,1160.329956
Texas,Republican,1145.869995,2001_Bush_GW,George W. Bush,S&P 500,4/2/2001,4/2,Monday,1145.869995
Texas,Republican,1106.459961,2001_Bush_GW,George W. Bush,S&P 500,4/3/2001,4/3,Tuesday,1106.459961
Texas,Republican,1103.25,2001_Bush_GW,George W. Bush,S&P 500,4/4/2001,4/4,Wednesday,1103.25
Texas,Republican,1151.439941,2001_Bush_GW,George W. Bush,S&P 500,4/5/2001,4/5,Thursday,1151.439941
Texas,Republican,1128.430054,2001_Bush_GW,George W. Bush,S&P 500,4/6/2001,4/6,Friday,1128.430054
Texas,Republican,1137.589966,2001_Bush_GW,George W. Bush,S&P 500,4/9/2001,4/9,Monday,1137.589966
Texas,Republican,1168.380005,2001_Bush_GW,George W. Bush,S&P 500,4/10/2001,4/10,Tuesday,1168.380005
Texas,Republican,1165.890015,2001_Bush_GW,George W. Bush,S&P 500,4/11/2001,4/11,Wednesday,1165.890015
Texas,Republican,1183.5,2001_Bush_GW,George W. Bush,S&P 500,4/12/2001,4/12,Thursday,1183.5
Texas,Republican,1179.680054,2001_Bush_GW,George W. Bush,S&P 500,4/16/2001,4/16,Monday,1179.680054
Texas,Republican,1191.810059,2001_Bush_GW,George W. Bush,S&P 500,4/17/2001,4/17,Tuesday,1191.810059
Texas,Republican,1238.160034,2001_Bush_GW,George W. Bush,S&P 500,4/18/2001,4/18,Wednesday,1238.160034
Texas,Republican,1253.689941,2001_Bush_GW,George W. Bush,S&P 500,4/19/2001,4/19,Thursday,1253.689941
Texas,Republican,1242.97998,2001_Bush_GW,George W. Bush,S&P 500,4/20/2001,4/20,Friday,1242.97998
Texas,Republican,1224.359985,2001_Bush_GW,George W. Bush,S&P 500,4/23/2001,4/23,Monday,1224.359985
Texas,Republican,1209.469971,2001_Bush_GW,George W. Bush,S&P 500,4/24/2001,4/24,Tuesday,1209.469971
Texas,Republican,1228.75,2001_Bush_GW,George W. Bush,S&P 500,4/25/2001,4/25,Wednesday,1228.75
Texas,Republican,1234.52002,2001_Bush_GW,George W. Bush,S&P 500,4/26/2001,4/26,Thursday,1234.52002
Texas,Republican,1253.050049,2001_Bush_GW,George W. Bush,S&P 500,4/27/2001,4/27,Friday,1253.050049
Texas,Republican,1249.459961,2001_Bush_GW,George W. Bush,S&P 500,4/30/2001,4/30,Monday,1249.459961
Illinois,Democratic,8281.219727,2009_Obama,Barack Obama,Dow Jones Index,1/16/2009,1/16,Friday,8281.219727
Illinois,Democratic,7949.089844,2009_Obama,Barack Obama,Dow Jones Index,1/20/2009,1/20,Tuesday,7949.089844
Illinois,Democratic,8228.099609,2009_Obama,Barack Obama,Dow Jones Index,1/21/2009,1/21,Wednesday,8228.099609
Illinois,Democratic,8122.799805,2009_Obama,Barack Obama,Dow Jones Index,1/22/2009,1/22,Thursday,8122.799805
Illinois,Democratic,8077.560059,2009_Obama,Barack Obama,Dow Jones Index,1/23/2009,1/23,Friday,8077.560059
Illinois,Democratic,8116.029785,2009_Obama,Barack Obama,Dow Jones Index,1/26/2009,1/26,Monday,8116.029785
Illinois,Democratic,8174.72998,2009_Obama,Barack Obama,Dow Jones Index,1/27/2009,1/27,Tuesday,8174.72998
Illinois,Democratic,8375.450195,2009_Obama,Barack Obama,Dow Jones Index,1/28/2009,1/28,Wednesday,8375.450195
Illinois,Democratic,8149.009766,2009_Obama,Barack Obama,Dow Jones Index,1/29/2009,1/29,Thursday,8149.009766
Illinois,Democratic,8000.859863,2009_Obama,Barack Obama,Dow Jones Index,1/30/2009,1/30,Friday,8000.859863
Illinois,Democratic,7936.75,2009_Obama,Barack Obama,Dow Jones Index,2/2/2009,2/2,Monday,7936.75
Illinois,Democratic,8078.359863,2009_Obama,Barack Obama,Dow Jones Index,2/3/2009,2/3,Tuesday,8078.359863
Illinois,Democratic,7956.660156,2009_Obama,Barack Obama,Dow Jones Index,2/4/2009,2/4,Wednesday,7956.660156
Illinois,Democratic,8063.069824,2009_Obama,Barack Obama,Dow Jones Index,2/5/2009,2/5,Thursday,8063.069824
Illinois,Democratic,8280.589844,2009_Obama,Barack Obama,Dow Jones Index,2/6/2009,2/6,Friday,8280.589844
Illinois,Democratic,8270.870117,2009_Obama,Barack Obama,Dow Jones Index,2/9/2009,2/9,Monday,8270.870117
Illinois,Democratic,7888.879883,2009_Obama,Barack Obama,Dow Jones Index,2/10/2009,2/10,Tuesday,7888.879883
Illinois,Democratic,7939.529785,2009_Obama,Barack Obama,Dow Jones Index,2/11/2009,2/11,Wednesday,7939.529785
Illinois,Democratic,7932.759766,2009_Obama,Barack Obama,Dow Jones Index,2/12/2009,2/12,Thursday,7932.759766
Illinois,Democratic,7850.410156,2009_Obama,Barack Obama,Dow Jones Index,2/13/2009,2/13,Friday,7850.410156
Illinois,Democratic,7552.600098,2009_Obama,Barack Obama,Dow Jones Index,2/17/2009,2/17,Tuesday,7552.600098
Illinois,Democratic,7555.629883,2009_Obama,Barack Obama,Dow Jones Index,2/18/2009,2/18,Wednesday,7555.629883
Illinois,Democratic,7465.950195,2009_Obama,Barack Obama,Dow Jones Index,2/19/2009,2/19,Thursday,7465.950195
Illinois,Democratic,7365.669922,2009_Obama,Barack Obama,Dow Jones Index,2/20/2009,2/20,Friday,7365.669922
Illinois,Democratic,7114.779785,2009_Obama,Barack Obama,Dow Jones Index,2/23/2009,2/23,Monday,7114.779785
Illinois,Democratic,7350.939941,2009_Obama,Barack Obama,Dow Jones Index,2/24/2009,2/24,Tuesday,7350.939941
Illinois,Democratic,7270.890137,2009_Obama,Barack Obama,Dow Jones Index,2/25/2009,2/25,Wednesday,7270.890137
Illinois,Democratic,7182.080078,2009_Obama,Barack Obama,Dow Jones Index,2/26/2009,2/26,Thursday,7182.080078
Illinois,Democratic,7062.930176,2009_Obama,Barack Obama,Dow Jones Index,2/27/2009,2/27,Friday,7062.930176
Illinois,Democratic,6763.290039,2009_Obama,Barack Obama,Dow Jones Index,3/2/2009,3/2,Monday,6763.290039
Illinois,Democratic,6726.02002,2009_Obama,Barack Obama,Dow Jones Index,3/3/2009,3/3,Tuesday,6726.02002
Illinois,Democratic,6875.839844,2009_Obama,Barack Obama,Dow Jones Index,3/4/2009,3/4,Wednesday,6875.839844
Illinois,Democratic,6594.439941,2009_Obama,Barack Obama,Dow Jones Index,3/5/2009,3/5,Thursday,6594.439941
Illinois,Democratic,6626.939941,2009_Obama,Barack Obama,Dow Jones Index,3/6/2009,3/6,Friday,6626.939941
Illinois,Democratic,6547.049805,2009_Obama,Barack Obama,Dow Jones Index,3/9/2009,3/9,Monday,6547.049805
Illinois,Democratic,6926.490234,2009_Obama,Barack Obama,Dow Jones Index,3/10/2009,3/10,Tuesday,6926.490234
Illinois,Democratic,6930.399902,2009_Obama,Barack Obama,Dow Jones Index,3/11/2009,3/11,Wednesday,6930.399902
Illinois,Democratic,7170.060059,2009_Obama,Barack Obama,Dow Jones Index,3/12/2009,3/12,Thursday,7170.060059
Illinois,Democratic,7223.97998,2009_Obama,Barack Obama,Dow Jones Index,3/13/2009,3/13,Friday,7223.97998
Illinois,Democratic,7216.970215,2009_Obama,Barack Obama,Dow Jones Index,3/16/2009,3/16,Monday,7216.970215
Illinois,Democratic,7395.700195,2009_Obama,Barack Obama,Dow Jones Index,3/17/2009,3/17,Tuesday,7395.700195
Illinois,Democratic,7486.580078,2009_Obama,Barack Obama,Dow Jones Index,3/18/2009,3/18,Wednesday,7486.580078
Illinois,Democratic,7400.799805,2009_Obama,Barack Obama,Dow Jones Index,3/19/2009,3/19,Thursday,7400.799805
Illinois,Democratic,7278.379883,2009_Obama,Barack Obama,Dow Jones Index,3/20/2009,3/20,Friday,7278.379883
Illinois,Democratic,7775.859863,2009_Obama,Barack Obama,Dow Jones Index,3/23/2009,3/23,Monday,7775.859863
Illinois,Democratic,7659.970215,2009_Obama,Barack Obama,Dow Jones Index,3/24/2009,3/24,Tuesday,7659.970215
Illinois,Democratic,7749.810059,2009_Obama,Barack Obama,Dow Jones Index,3/25/2009,3/25,Wednesday,7749.810059
Illinois,Democratic,7924.560059,2009_Obama,Barack Obama,Dow Jones Index,3/26/2009,3/26,Thursday,7924.560059
Illinois,Democratic,7776.180176,2009_Obama,Barack Obama,Dow Jones Index,3/27/2009,3/27,Friday,7776.180176
Illinois,Democratic,7522.02002,2009_Obama,Barack Obama,Dow Jones Index,3/30/2009,3/30,Monday,7522.02002
Illinois,Democratic,7608.919922,2009_Obama,Barack Obama,Dow Jones Index,3/31/2009,3/31,Tuesday,7608.919922
Illinois,Democratic,7761.600098,2009_Obama,Barack Obama,Dow Jones Index,4/1/2009,4/1,Wednesday,7761.600098
Illinois,Democratic,7978.080078,2009_Obama,Barack Obama,Dow Jones Index,4/2/2009,4/2,Thursday,7978.080078
Illinois,Democratic,8017.589844,2009_Obama,Barack Obama,Dow Jones Index,4/3/2009,4/3,Friday,8017.589844
Illinois,Democratic,7975.850098,2009_Obama,Barack Obama,Dow Jones Index,4/6/2009,4/6,Monday,7975.850098
Illinois,Democratic,7789.560059,2009_Obama,Barack Obama,Dow Jones Index,4/7/2009,4/7,Tuesday,7789.560059
Illinois,Democratic,7837.109863,2009_Obama,Barack Obama,Dow Jones Index,4/8/2009,4/8,Wednesday,7837.109863
Illinois,Democratic,8083.379883,2009_Obama,Barack Obama,Dow Jones Index,4/9/2009,4/9,Thursday,8083.379883
Illinois,Democratic,8057.810059,2009_Obama,Barack Obama,Dow Jones Index,4/13/2009,4/13,Monday,8057.810059
Illinois,Democratic,7920.180176,2009_Obama,Barack Obama,Dow Jones Index,4/14/2009,4/14,Tuesday,7920.180176
Illinois,Democratic,8029.620117,2009_Obama,Barack Obama,Dow Jones Index,4/15/2009,4/15,Wednesday,8029.620117
Illinois,Democratic,8125.430176,2009_Obama,Barack Obama,Dow Jones Index,4/16/2009,4/16,Thursday,8125.430176
Illinois,Democratic,8131.330078,2009_Obama,Barack Obama,Dow Jones Index,4/17/2009,4/17,Friday,8131.330078
Illinois,Democratic,7841.72998,2009_Obama,Barack Obama,Dow Jones Index,4/20/2009,4/20,Monday,7841.72998
Illinois,Democratic,7969.560059,2009_Obama,Barack Obama,Dow Jones Index,4/21/2009,4/21,Tuesday,7969.560059
Illinois,Democratic,7886.569824,2009_Obama,Barack Obama,Dow Jones Index,4/22/2009,4/22,Wednesday,7886.569824
Illinois,Democratic,7957.060059,2009_Obama,Barack Obama,Dow Jones Index,4/23/2009,4/23,Thursday,7957.060059
Illinois,Democratic,8076.290039,2009_Obama,Barack Obama,Dow Jones Index,4/24/2009,4/24,Friday,8076.290039
Illinois,Democratic,8025,2009_Obama,Barack Obama,Dow Jones Index,4/27/2009,4/27,Monday,8025
Illinois,Democratic,8016.950195,2009_Obama,Barack Obama,Dow Jones Index,4/28/2009,4/28,Tuesday,8016.950195
Illinois,Democratic,8185.72998,2009_Obama,Barack Obama,Dow Jones Index,4/29/2009,4/29,Wednesday,8185.72998
Illinois,Democratic,8168.120117,2009_Obama,Barack Obama,Dow Jones Index,4/30/2009,4/30,Thursday,8168.120117
Illinois,Democratic,1529.329956,2009_Obama,Barack Obama,NASDAQ,1/16/2009,1/16,Friday,1529.329956
Illinois,Democratic,1440.859985,2009_Obama,Barack Obama,NASDAQ,1/20/2009,1/20,Tuesday,1440.859985
Illinois,Democratic,1507.069946,2009_Obama,Barack Obama,NASDAQ,1/21/2009,1/21,Wednesday,1507.069946
Illinois,Democratic,1465.48999,2009_Obama,Barack Obama,NASDAQ,1/22/2009,1/22,Thursday,1465.48999
Illinois,Democratic,1477.290039,2009_Obama,Barack Obama,NASDAQ,1/23/2009,1/23,Friday,1477.290039
Illinois,Democratic,1489.459961,2009_Obama,Barack Obama,NASDAQ,1/26/2009,1/26,Monday,1489.459961
Illinois,Democratic,1504.900024,2009_Obama,Barack Obama,NASDAQ,1/27/2009,1/27,Tuesday,1504.900024
Illinois,Democratic,1558.339966,2009_Obama,Barack Obama,NASDAQ,1/28/2009,1/28,Wednesday,1558.339966
Illinois,Democratic,1507.839966,2009_Obama,Barack Obama,NASDAQ,1/29/2009,1/29,Thursday,1507.839966
Illinois,Democratic,1476.420044,2009_Obama,Barack Obama,NASDAQ,1/30/2009,1/30,Friday,1476.420044
Illinois,Democratic,1494.430054,2009_Obama,Barack Obama,NASDAQ,2/2/2009,2/2,Monday,1494.430054
Illinois,Democratic,1516.300049,2009_Obama,Barack Obama,NASDAQ,2/3/2009,2/3,Tuesday,1516.300049
Illinois,Democratic,1515.050049,2009_Obama,Barack Obama,NASDAQ,2/4/2009,2/4,Wednesday,1515.050049
Illinois,Democratic,1546.23999,2009_Obama,Barack Obama,NASDAQ,2/5/2009,2/5,Thursday,1546.23999
Illinois,Democratic,1591.709961,2009_Obama,Barack Obama,NASDAQ,2/6/2009,2/6,Friday,1591.709961
Illinois,Democratic,1591.560059,2009_Obama,Barack Obama,NASDAQ,2/9/2009,2/9,Monday,1591.560059
Illinois,Democratic,1524.72998,2009_Obama,Barack Obama,NASDAQ,2/10/2009,2/10,Tuesday,1524.72998
Illinois,Democratic,1530.5,2009_Obama,Barack Obama,NASDAQ,2/11/2009,2/11,Wednesday,1530.5
Illinois,Democratic,1541.709961,2009_Obama,Barack Obama,NASDAQ,2/12/2009,2/12,Thursday,1541.709961
Illinois,Democratic,1534.359985,2009_Obama,Barack Obama,NASDAQ,2/13/2009,2/13,Friday,1534.359985
Illinois,Democratic,1470.660034,2009_Obama,Barack Obama,NASDAQ,2/17/2009,2/17,Tuesday,1470.660034
Illinois,Democratic,1467.969971,2009_Obama,Barack Obama,NASDAQ,2/18/2009,2/18,Wednesday,1467.969971
Illinois,Democratic,1442.819946,2009_Obama,Barack Obama,NASDAQ,2/19/2009,2/19,Thursday,1442.819946
Illinois,Democratic,1441.22998,2009_Obama,Barack Obama,NASDAQ,2/20/2009,2/20,Friday,1441.22998
Illinois,Democratic,1387.719971,2009_Obama,Barack Obama,NASDAQ,2/23/2009,2/23,Monday,1387.719971
Illinois,Democratic,1441.829956,2009_Obama,Barack Obama,NASDAQ,2/24/2009,2/24,Tuesday,1441.829956
Illinois,Democratic,1425.430054,2009_Obama,Barack Obama,NASDAQ,2/25/2009,2/25,Wednesday,1425.430054
Illinois,Democratic,1391.469971,2009_Obama,Barack Obama,NASDAQ,2/26/2009,2/26,Thursday,1391.469971
Illinois,Democratic,1377.839966,2009_Obama,Barack Obama,NASDAQ,2/27/2009,2/27,Friday,1377.839966
Illinois,Democratic,1322.849976,2009_Obama,Barack Obama,NASDAQ,3/2/2009,3/2,Monday,1322.849976
Illinois,Democratic,1321.01001,2009_Obama,Barack Obama,NASDAQ,3/3/2009,3/3,Tuesday,1321.01001
Illinois,Democratic,1353.73999,2009_Obama,Barack Obama,NASDAQ,3/4/2009,3/4,Wednesday,1353.73999
Illinois,Democratic,1299.589966,2009_Obama,Barack Obama,NASDAQ,3/5/2009,3/5,Thursday,1299.589966
Illinois,Democratic,1293.849976,2009_Obama,Barack Obama,NASDAQ,3/6/2009,3/6,Friday,1293.849976
Illinois,Democratic,1268.640015,2009_Obama,Barack Obama,NASDAQ,3/9/2009,3/9,Monday,1268.640015
Illinois,Democratic,1358.280029,2009_Obama,Barack Obama,NASDAQ,3/10/2009,3/10,Tuesday,1358.280029
Illinois,Democratic,1371.640015,2009_Obama,Barack Obama,NASDAQ,3/11/2009,3/11,Wednesday,1371.640015
Illinois,Democratic,1426.099976,2009_Obama,Barack Obama,NASDAQ,3/12/2009,3/12,Thursday,1426.099976
Illinois,Democratic,1431.5,2009_Obama,Barack Obama,NASDAQ,3/13/2009,3/13,Friday,1431.5
Illinois,Democratic,1404.02002,2009_Obama,Barack Obama,NASDAQ,3/16/2009,3/16,Monday,1404.02002
Illinois,Democratic,1462.109985,2009_Obama,Barack Obama,NASDAQ,3/17/2009,3/17,Tuesday,1462.109985
Illinois,Democratic,1491.219971,2009_Obama,Barack Obama,NASDAQ,3/18/2009,3/18,Wednesday,1491.219971
Illinois,Democratic,1483.47998,2009_Obama,Barack Obama,NASDAQ,3/19/2009,3/19,Thursday,1483.47998
Illinois,Democratic,1457.27002,2009_Obama,Barack Obama,NASDAQ,3/20/2009,3/20,Friday,1457.27002
Illinois,Democratic,1555.77002,2009_Obama,Barack Obama,NASDAQ,3/23/2009,3/23,Monday,1555.77002
Illinois,Democratic,1516.52002,2009_Obama,Barack Obama,NASDAQ,3/24/2009,3/24,Tuesday,1516.52002
Illinois,Democratic,1528.949951,2009_Obama,Barack Obama,NASDAQ,3/25/2009,3/25,Wednesday,1528.949951
Illinois,Democratic,1587,2009_Obama,Barack Obama,NASDAQ,3/26/2009,3/26,Thursday,1587
Illinois,Democratic,1545.199951,2009_Obama,Barack Obama,NASDAQ,3/27/2009,3/27,Friday,1545.199951
Illinois,Democratic,1501.800049,2009_Obama,Barack Obama,NASDAQ,3/30/2009,3/30,Monday,1501.800049
