Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Sep 13, 2019;7:15 PM;-;532;1,516;54;-
Sep 13, 2019;7:30 PM;-;522;1,487;12;-
Sep 13, 2019;7:45 PM;-;512;1,460;0;-
Sep 13, 2019;8:00 PM;53,016;502;1,434;0;45,370
Sep 13, 2019;8:15 PM;-;493;1,426;0;-
Sep 13, 2019;8:30 PM;-;484;1,419;0;-
Sep 13, 2019;8:45 PM;-;475;1,414;0;-
Sep 13, 2019;9:00 PM;50,294;466;1,409;0;42,878
Sep 13, 2019;9:15 PM;-;456;1,405;0;-
Sep 13, 2019;9:30 PM;-;446;1,402;0;-
Sep 13, 2019;9:45 PM;-;437;1,397;0;-
Sep 13, 2019;10:00 PM;48,718;429;1,400;0;41,504
Sep 13, 2019;10:15 PM;-;419;1,394;0;-
Sep 13, 2019;10:30 PM;-;411;1,385;0;-
Sep 13, 2019;10:45 PM;-;401;1,377;0;-
Sep 13, 2019;11:00 PM;47,035;392;1,370;0;40,164
Sep 13, 2019;11:15 PM;-;383;1,350;0;-
Sep 13, 2019;11:30 PM;-;372;1,331;0;-
Sep 13, 2019;11:45 PM;-;362;1,312;0;-
Sep 14, 2019;12:00 AM;43,250;364;1,338;0;36,626
Sep 14, 2019;12:15 AM;-;349;1,323;0;-
Sep 14, 2019;12:30 AM;-;334;1,307;0;-
Sep 14, 2019;12:45 AM;-;320;1,290;0;-
Sep 14, 2019;1:00 AM;41,401;307;1,270;0;35,269
Sep 14, 2019;1:15 AM;-;300;1,248;0;-
Sep 14, 2019;1:30 AM;-;293;1,225;0;-
Sep 14, 2019;1:45 AM;-;286;1,204;0;-
Sep 14, 2019;2:00 AM;40,046;279;1,185;0;34,363
Sep 14, 2019;2:15 AM;-;277;1,158;0;-
Sep 14, 2019;2:30 AM;-;276;1,131;0;-
Sep 14, 2019;2:45 AM;-;275;1,103;0;-
Sep 14, 2019;3:00 AM;39,503;272;1,074;0;34,225
Sep 14, 2019;3:15 AM;-;271;1,058;0;-
Sep 14, 2019;3:30 AM;-;269;1,042;0;-
Sep 14, 2019;3:45 AM;-;267;1,026;0;-
Sep 14, 2019;4:00 AM;38,998;267;1,008;0;34,022
Sep 14, 2019;4:15 AM;-;264;991;0;-
Sep 14, 2019;4:30 AM;-;263;972;0;-
Sep 14, 2019;4:45 AM;-;260;952;0;-
Sep 14, 2019;5:00 AM;39,539;259;933;0;34,907
Sep 14, 2019;5:15 AM;-;256;912;0;-
Sep 14, 2019;5:30 AM;-;255;892;0;-
Sep 14, 2019;5:45 AM;-;251;875;0;-
Sep 14, 2019;6:00 AM;40,586;249;855;0;36,198
Sep 14, 2019;6:15 AM;-;248;847;0;-
Sep 14, 2019;6:30 AM;-;247;838;1;-
Sep 14, 2019;6:45 AM;-;245;827;33;-
Sep 14, 2019;7:00 AM;43,948;242;811;97;38,424
Sep 14, 2019;7:15 AM;-;238;785;218;-
Sep 14, 2019;7:30 AM;-;232;759;457;-
Sep 14, 2019;7:45 AM;-;228;735;723;-
Sep 14, 2019;8:00 AM;50,409;222;710;1,014;41,033
Sep 14, 2019;8:15 AM;-;220;654;1,320;-
Sep 14, 2019;8:30 AM;-;217;598;1,657;-
Sep 14, 2019;8:45 AM;-;215;536;2,014;-
Sep 14, 2019;9:00 AM;58,286;213;481;2,377;44,158
Sep 14, 2019;9:15 AM;-;211;426;2,740;-
Sep 14, 2019;9:30 AM;-;209;375;3,103;-
Sep 14, 2019;9:45 AM;-;207;327;3,461;-
Sep 14, 2019;10:00 AM;64,587;207;280;3,797;45,720
Sep 14, 2019;10:15 AM;-;207;272;4,105;-
Sep 14, 2019;10:30 AM;-;207;264;4,397;-
Sep 14, 2019;10:45 AM;-;209;255;4,669;-
Sep 14, 2019;11:00 AM;69,197;210;249;4,910;46,550
Sep 14, 2019;11:15 AM;-;217;250;5,120;-
Sep 14, 2019;11:30 AM;-;225;250;5,292;-
Sep 14, 2019;11:45 AM;-;232;251;5,442;-
Sep 14, 2019;12:00 PM;70,934;239;252;5,564;46,198
Sep 14, 2019;12:15 PM;-;245;253;5,655;-
Sep 14, 2019;12:30 PM;-;250;257;5,727;-
Sep 14, 2019;12:45 PM;-;255;259;5,781;-
Sep 14, 2019;1:00 PM;70,065;262;260;5,813;44,752
Sep 14, 2019;1:15 PM;-;269;263;5,818;-
Sep 14, 2019;1:30 PM;-;276;266;5,792;-
Sep 14, 2019;1:45 PM;-;283;270;5,742;-
Sep 14, 2019;2:00 PM;67,913;292;272;5,667;43,681
Sep 14, 2019;2:15 PM;-;302;271;5,565;-
Sep 14, 2019;2:30 PM;-;313;270;5,423;-
Sep 14, 2019;2:45 PM;-;324;272;5,263;-
Sep 14, 2019;3:00 PM;64,056;334;274;5,081;42,559
Sep 14, 2019;3:15 PM;-;346;281;4,870;-
Sep 14, 2019;3:30 PM;-;357;288;4,633;-
Sep 14, 2019;3:45 PM;-;368;291;4,375;-
Sep 14, 2019;4:00 PM;59,002;379;295;4,089;41,845
Sep 14, 2019;4:15 PM;-;391;293;3,784;-
Sep 14, 2019;4:30 PM;-;403;292;3,445;-
Sep 14, 2019;4:45 PM;-;414;283;3,091;-
Sep 14, 2019;5:00 PM;53,199;426;275;2,715;41,824
Sep 14, 2019;5:15 PM;-;441;264;2,335;-
Sep 14, 2019;5:30 PM;-;455;254;1,936;-
Sep 14, 2019;5:45 PM;-;469;246;1,559;-
Sep 14, 2019;6:00 PM;48,262;483;239;1,204;42,245
Sep 14, 2019;6:15 PM;-;498;238;876;-
Sep 14, 2019;6:30 PM;-;513;237;590;-
Sep 14, 2019;6:45 PM;-;528;252;361;-
Sep 14, 2019;7:00 PM;46,126;546;267;174;42,368
Sep 14, 2019;7:15 PM;-;569;284;67;-
Sep 14, 2019;7:30 PM;-;593;301;15;-
Sep 14, 2019;7:45 PM;-;616;326;0;-
Sep 14, 2019;8:00 PM;46,670;641;355;0;42,187
Sep 14, 2019;8:15 PM;-;679;402;0;-
Sep 14, 2019;8:30 PM;-;713;449;0;-
Sep 14, 2019;8:45 PM;-;749;495;0;-
Sep 14, 2019;9:00 PM;46,467;787;539;0;40,630
Sep 14, 2019;9:15 PM;-;827;589;0;-
Sep 14, 2019;9:30 PM;-;866;638;0;-
Sep 14, 2019;9:45 PM;-;906;687;0;-
Sep 14, 2019;10:00 PM;47,168;939;743;0;39,849
Sep 14, 2019;10:15 PM;-;973;808;0;-
Sep 14, 2019;10:30 PM;-;1,007;871;0;-
Sep 14, 2019;10:45 PM;-;1,040;938;0;-
Sep 14, 2019;11:00 PM;46,666;1,073;1,008;0;37,653
Sep 14, 2019;11:15 PM;-;1,102;1,096;0;-
Sep 14, 2019;11:30 PM;-;1,132;1,178;0;-
Sep 14, 2019;11:45 PM;-;1,161;1,264;0;-
Sep 15, 2019;12:00 AM;44,691;1,244;1,403;0;33,459
Sep 15, 2019;12:15 AM;-;1,267;1,489;0;-
Sep 15, 2019;12:30 AM;-;1,288;1,574;0;-
Sep 15, 2019;12:45 AM;-;1,312;1,655;0;-
Sep 15, 2019;1:00 AM;43,396;1,333;1,741;0;30,421
Sep 15, 2019;1:15 AM;-;1,348;1,836;0;-
Sep 15, 2019;1:30 AM;-;1,364;1,931;0;-
Sep 15, 2019;1:45 AM;-;1,380;2,044;0;-
Sep 15, 2019;2:00 AM;42,378;1,396;2,155;0;27,660
Sep 15, 2019;2:15 AM;-;1,404;2,233;0;-
Sep 15, 2019;2:30 AM;-;1,413;2,311;0;-
Sep 15, 2019;2:45 AM;-;1,422;2,386;0;-
Sep 15, 2019;3:00 AM;43,113;1,430;2,426;0;27,218
Sep 15, 2019;3:15 AM;-;1,435;2,498;0;-
Sep 15, 2019;3:30 AM;-;1,439;2,573;0;-
Sep 15, 2019;3:45 AM;-;1,444;2,652;0;-
Sep 15, 2019;4:00 AM;44,614;1,450;2,730;0;27,675
Sep 15, 2019;4:15 AM;-;1,453;2,801;0;-
Sep 15, 2019;4:30 AM;-;1,410;2,807;0;-
Sep 15, 2019;4:45 AM;-;1,413;2,878;0;-
Sep 15, 2019;5:00 AM;45,836;1,416;2,948;0;28,173
Sep 15, 2019;5:15 AM;-;1,415;2,983;0;-
Sep 15, 2019;5:30 AM;-;1,415;3,018;0;-
Sep 15, 2019;5:45 AM;-;1,414;3,056;0;-
Sep 15, 2019;6:00 AM;46,915;1,412;3,148;0;28,374
Sep 15, 2019;6:15 AM;-;1,410;3,196;0;-
Sep 15, 2019;6:30 AM;-;1,408;3,244;0;-
Sep 15, 2019;6:45 AM;-;1,406;3,283;34;-
Sep 15, 2019;7:00 AM;50,208;1,405;3,319;105;29,337
Sep 15, 2019;7:15 AM;-;1,403;3,350;258;-
Sep 15, 2019;7:30 AM;-;1,401;3,383;561;-
Sep 15, 2019;7:45 AM;-;1,400;3,398;889;-
Sep 15, 2019;8:00 AM;57,395;1,398;3,410;1,250;31,445
Sep 15, 2019;8:15 AM;-;1,395;3,304;1,626;-
Sep 15, 2019;8:30 AM;-;1,390;3,198;2,043;-
Sep 15, 2019;8:45 AM;-;1,386;3,083;2,470;-
Sep 15, 2019;9:00 AM;65,060;1,383;2,959;2,897;34,247
Sep 15, 2019;9:15 AM;-;1,379;2,823;3,316;-
Sep 15, 2019;9:30 AM;-;1,410;2,734;3,728;-
Sep 15, 2019;9:45 AM;-;1,401;2,658;4,125;-
Sep 15, 2019;10:00 AM;72,934;1,392;2,592;4,491;37,078
Sep 15, 2019;10:15 AM;-;1,381;2,599;4,828;-
Sep 15, 2019;10:30 AM;-;1,371;2,609;5,140;-
Sep 15, 2019;10:45 AM;-;1,361;2,665;5,428;-
Sep 15, 2019;11:00 AM;78,714;1,348;2,726;5,681;38,306
Sep 15, 2019;11:15 AM;-;1,333;2,779;5,896;-
Sep 15, 2019;11:30 AM;-;1,317;2,833;6,072;-
Sep 15, 2019;11:45 AM;-;1,300;2,903;6,222;-
Sep 15, 2019;12:00 PM;80,813;1,284;2,969;6,343;37,940
Sep 15, 2019;12:15 PM;-;1,269;3,000;6,430;-
Sep 15, 2019;12:30 PM;-;1,255;3,031;6,482;-
Sep 15, 2019;12:45 PM;-;1,243;3,059;6,508;-
Sep 15, 2019;1:00 PM;79,594;1,224;3,083;6,504;36,674
Sep 15, 2019;1:15 PM;-;1,201;3,111;6,469;-
Sep 15, 2019;1:30 PM;-;1,176;3,143;6,400;-
Sep 15, 2019;1:45 PM;-;1,152;3,150;6,308;-
Sep 15, 2019;2:00 PM;76,514;1,131;3,150;6,188;35,866
Sep 15, 2019;2:15 PM;-;1,120;3,132;6,033;-
Sep 15, 2019;2:30 PM;-;1,108;3,115;5,839;-
Sep 15, 2019;2:45 PM;-;1,097;3,102;5,635;-
Sep 15, 2019;3:00 PM;72,038;1,088;3,089;5,405;35,562
Sep 15, 2019;3:15 PM;-;1,080;3,063;5,149;-
Sep 15, 2019;3:30 PM;-;1,071;3,039;4,863;-
Sep 15, 2019;3:45 PM;-;1,063;3,010;4,559;-
Sep 15, 2019;4:00 PM;66,429;1,055;2,979;4,233;35,686
Sep 15, 2019;4:15 PM;-;1,055;2,957;3,885;-
Sep 15, 2019;4:30 PM;-;1,054;2,935;3,509;-
Sep 15, 2019;4:45 PM;-;1,054;2,912;3,117;-
Sep 15, 2019;5:00 PM;61,924;1,050;2,890;2,713;38,043
Sep 15, 2019;5:15 PM;-;1,040;2,850;2,309;-
Sep 15, 2019;5:30 PM;-;1,029;2,808;1,900;-
Sep 15, 2019;5:45 PM;-;1,018;2,765;1,512;-
Sep 15, 2019;6:00 PM;55,622;998;2,730;1,156;38,162
Sep 15, 2019;6:15 PM;-;965;2,710;826;-
Sep 15, 2019;6:30 PM;-;931;2,691;554;-
Sep 15, 2019;6:45 PM;-;898;2,674;330;-
Sep 15, 2019;7:00 PM;52,680;869;2,650;151;38,716
Sep 15, 2019;7:15 PM;-;847;2,617;57;-
Sep 15, 2019;7:30 PM;-;825;2,582;13;-
Sep 15, 2019;7:45 PM;-;803;2,552;0;-
Sep 15, 2019;8:00 PM;52,079;782;2,522;0;39,197
Sep 15, 2019;8:15 PM;-;764;2,484;0;-
Sep 15, 2019;8:30 PM;-;746;2,447;0;-
Sep 15, 2019;8:45 PM;-;730;2,409;0;-
Sep 15, 2019;9:00 PM;50,990;717;2,368;0;38,875
Sep 15, 2019;9:15 PM;-;719;2,328;0;-
Sep 15, 2019;9:30 PM;-;720;2,290;0;-
Sep 15, 2019;9:45 PM;-;721;2,253;0;-
Sep 15, 2019;10:00 PM;49,102;724;2,196;0;37,594
Sep 15, 2019;10:15 PM;-;723;2,168;0;-
Sep 15, 2019;10:30 PM;-;722;2,141;0;-
Sep 15, 2019;10:45 PM;-;721;2,114;0;-
Sep 15, 2019;11:00 PM;47,517;721;2,088;0;36,486
Sep 15, 2019;11:15 PM;-;727;2,048;0;-
Sep 15, 2019;11:30 PM;-;733;2,008;0;-
Sep 15, 2019;11:45 PM;-;739;1,968;0;-
Sep 16, 2019;12:00 AM;47,140;902;2,173;0;35,186
Sep 16, 2019;12:15 AM;-;889;2,129;0;-
Sep 16, 2019;12:30 AM;-;877;2,083;0;-
Sep 16, 2019;12:45 AM;-;864;2,039;0;-
Sep 16, 2019;1:00 AM;45,176;852;1,992;0;34,084
Sep 16, 2019;1:15 AM;-;838;1,951;0;-
Sep 16, 2019;1:30 AM;-;825;1,909;0;-
Sep 16, 2019;1:45 AM;-;830;1,897;0;-
Sep 16, 2019;2:00 AM;44,204;818;1,855;0;33,858
Sep 16, 2019;2:15 AM;-;805;1,810;0;-
Sep 16, 2019;2:30 AM;-;794;1,764;0;-
Sep 16, 2019;2:45 AM;-;783;1,719;0;-
Sep 16, 2019;3:00 AM;42,860;771;1,648;0;33,512
Sep 16, 2019;3:15 AM;-;758;1,606;0;-
Sep 16, 2019;3:30 AM;-;747;1,563;0;-
Sep 16, 2019;3:45 AM;-;735;1,521;0;-
Sep 16, 2019;4:00 AM;42,873;724;1,479;0;34,351
Sep 16, 2019;4:15 AM;-;714;1,441;0;-
Sep 16, 2019;4:30 AM;-;704;1,403;0;-
Sep 16, 2019;4:45 AM;-;695;1,364;0;-
Sep 16, 2019;5:00 AM;46,028;686;1,324;0;38,152
Sep 16, 2019;5:15 AM;-;680;1,302;0;-
Sep 16, 2019;5:30 AM;-;674;1,282;0;-
Sep 16, 2019;5:45 AM;-;667;1,262;0;-
Sep 16, 2019;6:00 AM;50,492;662;1,255;0;42,962
Sep 16, 2019;6:15 AM;-;656;1,237;0;-
Sep 16, 2019;6:30 AM;-;649;1,220;0;-
Sep 16, 2019;6:45 AM;-;643;1,202;8;-
Sep 16, 2019;7:00 AM;55,383;638;1,182;51;47,297
Sep 16, 2019;7:15 AM;-;635;1,160;133;-
Sep 16, 2019;7:30 AM;-;632;1,141;293;-
Sep 16, 2019;7:45 AM;-;629;1,122;471;-
Sep 16, 2019;8:00 AM;60,721;627;1,103;670;49,913
Sep 16, 2019;8:15 AM;-;621;1,092;880;-
Sep 16, 2019;8:30 AM;-;617;1,079;1,106;-
Sep 16, 2019;8:45 AM;-;612;1,066;1,338;-
Sep 16, 2019;9:00 AM;65,649;607;1,055;1,570;51,330
Sep 16, 2019;9:15 AM;-;602;1,063;1,803;-
Sep 16, 2019;9:30 AM;-;598;1,071;2,031;-
Sep 16, 2019;9:45 AM;-;593;1,080;2,247;-
Sep 16, 2019;10:00 AM;70,116;587;1,093;2,447;52,486
Sep 16, 2019;10:15 AM;-;578;1,116;2,632;-
Sep 16, 2019;10:30 AM;-;569;1,135;2,801;-
Sep 16, 2019;10:45 AM;-;559;1,158;2,957;-
Sep 16, 2019;11:00 AM;73,110;549;1,182;3,093;53,097
Sep 16, 2019;11:15 AM;-;542;1,207;3,210;-
Sep 16, 2019;11:30 AM;-;534;1,233;3,302;-
Sep 16, 2019;11:45 AM;-;525;1,259;3,380;-
Sep 16, 2019;12:00 PM;75,243;519;1,281;3,439;54,036
Sep 16, 2019;12:15 PM;-;513;1,301;3,481;-
Sep 16, 2019;12:30 PM;-;508;1,321;3,501;-
Sep 16, 2019;12:45 PM;-;503;1,340;3,503;-
Sep 16, 2019;1:00 PM;73,464;499;1,354;3,483;52,275
Sep 16, 2019;1:15 PM;-;498;1,373;3,449;-
Sep 16, 2019;1:30 PM;-;498;1,390;3,403;-
Sep 16, 2019;1:45 PM;-;497;1,409;3,336;-
Sep 16, 2019;2:00 PM;71,362;496;1,427;3,254;51,233
Sep 16, 2019;2:15 PM;-;497;1,430;3,165;-
Sep 16, 2019;2:30 PM;-;499;1,433;3,061;-
Sep 16, 2019;2:45 PM;-;499;1,436;2,935;-
Sep 16, 2019;3:00 PM;68,177;503;1,435;2,799;50,130
Sep 16, 2019;3:15 PM;-;514;1,429;2,655;-
Sep 16, 2019;3:30 PM;-;524;1,423;2,493;-
Sep 16, 2019;3:45 PM;-;533;1,417;2,322;-
Sep 16, 2019;4:00 PM;64,086;545;1,409;2,143;48,896
Sep 16, 2019;4:15 PM;-;554;1,397;1,953;-
Sep 16, 2019;4:30 PM;-;563;1,384;1,753;-
Sep 16, 2019;4:45 PM;-;573;1,371;1,548;-
Sep 16, 2019;5:00 PM;60,647;582;1,359;1,345;48,805
Sep 16, 2019;5:15 PM;-;592;1,333;1,142;-
Sep 16, 2019;5:30 PM;-;602;1,308;939;-
Sep 16, 2019;5:45 PM;-;613;1,284;744;-
Sep 16, 2019;6:00 PM;58,127;624;1,260;564;49,221
Sep 16, 2019;6:15 PM;-;638;1,246;402;-
Sep 16, 2019;6:30 PM;-;652;1,232;264;-
Sep 16, 2019;6:45 PM;-;665;1,216;145;-
Sep 16, 2019;7:00 PM;56,625;680;1,200;71;48,966
Sep 16, 2019;7:15 PM;-;695;1,191;31;-
Sep 16, 2019;7:30 PM;-;710;1,182;1;-
Sep 16, 2019;7:45 PM;-;725;1,175;0;-
Sep 16, 2019;8:00 PM;56,850;741;1,168;0;49,014
Sep 16, 2019;8:15 PM;-;758;1,184;0;-
Sep 16, 2019;8:30 PM;-;775;1,201;0;-
Sep 16, 2019;8:45 PM;-;792;1,219;0;-
Sep 16, 2019;9:00 PM;56,388;810;1,237;0;47,979
Sep 16, 2019;9:15 PM;-;826;1,258;0;-
Sep 16, 2019;9:30 PM;-;844;1,277;0;-
Sep 16, 2019;9:45 PM;-;862;1,296;0;-
Sep 16, 2019;10:00 PM;54,747;881;1,305;0;45,712
Sep 16, 2019;10:15 PM;-;905;1,329;0;-
Sep 16, 2019;10:30 PM;-;930;1,354;0;-
Sep 16, 2019;10:45 PM;-;954;1,378;0;-
Sep 16, 2019;11:00 PM;52,020;976;1,406;0;42,193
Sep 16, 2019;11:15 PM;-;995;1,437;0;-
Sep 16, 2019;11:30 PM;-;1,014;1,467;0;-
Sep 16, 2019;11:45 PM;-;1,034;1,499;0;-
Sep 17, 2019;12:00 AM;49,121;1,064;1,710;0;37,665
Sep 17, 2019;12:15 AM;-;1,086;1,753;0;-
Sep 17, 2019;12:30 AM;-;1,108;1,793;0;-
Sep 17, 2019;12:45 AM;-;1,122;1,821;0;-
Sep 17, 2019;1:00 AM;48,486;1,142;1,861;0;36,139
Sep 17, 2019;1:15 AM;-;1,162;1,897;0;-
Sep 17, 2019;1:30 AM;-;1,181;1,934;0;-
Sep 17, 2019;1:45 AM;-;1,200;1,972;0;-
Sep 17, 2019;2:00 AM;48,052;1,218;2,008;0;34,863
Sep 17, 2019;2:15 AM;-;1,236;2,035;0;-
Sep 17, 2019;2:30 AM;-;1,253;2,072;0;-
Sep 17, 2019;2:45 AM;-;1,267;2,101;0;-
Sep 17, 2019;3:00 AM;48,468;1,282;2,112;0;34,531
Sep 17, 2019;3:15 AM;-;1,297;2,158;0;-
Sep 17, 2019;3:30 AM;-;1,310;2,204;0;-
Sep 17, 2019;3:45 AM;-;1,323;2,252;0;-
Sep 17, 2019;4:00 AM;50,177;1,335;2,300;0;35,275
Sep 17, 2019;4:15 AM;-;1,344;2,352;0;-
Sep 17, 2019;4:30 AM;-;1,354;2,402;0;-
Sep 17, 2019;4:45 AM;-;1,363;2,454;0;-
Sep 17, 2019;5:00 AM;53,715;1,372;2,505;0;37,804
Sep 17, 2019;5:15 AM;-;1,379;2,565;0;-
Sep 17, 2019;5:30 AM;-;1,384;2,628;0;-
Sep 17, 2019;5:45 AM;-;1,390;2,689;0;-
Sep 17, 2019;6:00 AM;58,727;1,395;2,788;0;41,790
Sep 17, 2019;6:15 AM;-;1,368;2,815;0;-
Sep 17, 2019;6:30 AM;-;1,373;2,876;0;-
Sep 17, 2019;6:45 AM;-;1,378;2,939;7;-
Sep 17, 2019;7:00 AM;64,451;1,381;3,004;58;45,866
Sep 17, 2019;7:15 AM;-;1,384;3,066;119;-
Sep 17, 2019;7:30 AM;-;1,299;3,144;230;-
Sep 17, 2019;7:45 AM;-;1,300;3,208;392;-
Sep 17, 2019;8:00 AM;71,020;1,303;3,268;573;48,686
Sep 17, 2019;8:15 AM;-;1,304;3,351;772;-
Sep 17, 2019;8:30 AM;-;1,307;3,434;991;-
Sep 17, 2019;8:45 AM;-;1,309;3,518;1,206;-
Sep 17, 2019;9:00 AM;77,238;1,310;3,593;1,425;49,885
Sep 17, 2019;9:15 AM;-;1,313;3,712;1,642;-
Sep 17, 2019;9:30 AM;-;1,313;3,833;1,867;-
Sep 17, 2019;9:45 AM;-;1,315;3,952;2,081;-
Sep 17, 2019;10:00 AM;81,589;1,315;4,075;2,288;48,947
Sep 17, 2019;10:15 AM;-;1,316;4,209;2,484;-
Sep 17, 2019;10:30 AM;-;1,317;4,343;2,666;-
Sep 17, 2019;10:45 AM;-;1,317;4,481;2,834;-
Sep 17, 2019;11:00 AM;85,377;1,317;4,620;2,988;48,077
Sep 17, 2019;11:15 AM;-;1,317;4,765;3,124;-
Sep 17, 2019;11:30 AM;-;1,318;4,909;3,239;-
Sep 17, 2019;11:45 AM;-;1,318;5,049;3,339;-
Sep 17, 2019;12:00 PM;87,438;1,318;5,184;3,431;46,515
Sep 17, 2019;12:15 PM;-;1,318;5,312;3,510;-
Sep 17, 2019;12:30 PM;-;1,318;5,439;3,580;-
Sep 17, 2019;12:45 PM;-;1,317;5,567;3,630;-
Sep 17, 2019;1:00 PM;88,129;1,318;5,689;3,669;44,730
Sep 17, 2019;1:15 PM;-;1,319;5,795;3,688;-
Sep 17, 2019;1:30 PM;-;1,320;5,900;3,692;-
Sep 17, 2019;1:45 PM;-;1,321;6,005;3,685;-
Sep 17, 2019;2:00 PM;87,391;1,322;6,109;3,667;42,877
Sep 17, 2019;2:15 PM;-;1,322;6,182;3,625;-
Sep 17, 2019;2:30 PM;-;1,323;6,255;3,563;-
Sep 17, 2019;2:45 PM;-;1,323;6,327;3,498;-
Sep 17, 2019;3:00 PM;86,125;1,323;6,397;3,416;42,055
Sep 17, 2019;3:15 PM;-;1,324;6,452;3,307;-
Sep 17, 2019;3:30 PM;-;1,325;6,505;3,157;-
Sep 17, 2019;3:45 PM;-;1,326;6,557;2,982;-
Sep 17, 2019;4:00 PM;82,546;1,419;6,592;2,792;40,385
Sep 17, 2019;4:15 PM;-;1,419;6,635;2,587;-
Sep 17, 2019;4:30 PM;-;1,419;6,677;2,362;-
Sep 17, 2019;4:45 PM;-;1,420;6,718;2,123;-
Sep 17, 2019;5:00 PM;79,481;1,421;6,754;1,875;41,150
Sep 17, 2019;5:15 PM;-;1,422;6,706;1,619;-
Sep 17, 2019;5:30 PM;-;1,423;6,656;1,347;-
Sep 17, 2019;5:45 PM;-;1,424;6,604;1,082;-
Sep 17, 2019;6:00 PM;75,354;1,425;6,547;830;41,925
Sep 17, 2019;6:15 PM;-;1,427;6,467;589;-
Sep 17, 2019;6:30 PM;-;1,427;6,386;385;-
Sep 17, 2019;6:45 PM;-;1,428;6,303;217;-
Sep 17, 2019;7:00 PM;73,009;1,429;6,220;101;42,813
Sep 17, 2019;7:15 PM;-;1,430;6,129;44;-
Sep 17, 2019;7:30 PM;-;1,431;6,035;1;-
Sep 17, 2019;7:45 PM;-;1,431;5,946;0;-
Sep 17, 2019;8:00 PM;71,499;1,432;5,862;0;42,812
Sep 17, 2019;8:15 PM;-;1,433;5,781;0;-
Sep 17, 2019;8:30 PM;-;1,432;5,699;0;-
Sep 17, 2019;8:45 PM;-;1,432;5,617;0;-
Sep 17, 2019;9:00 PM;68,263;1,432;5,535;0;40,905
Sep 17, 2019;9:15 PM;-;1,432;5,451;0;-
Sep 17, 2019;9:30 PM;-;1,431;5,367;0;-
Sep 17, 2019;9:45 PM;-;1,431;5,280;0;-
Sep 17, 2019;10:00 PM;64,328;1,436;5,125;0;38,525
Sep 17, 2019;10:15 PM;-;1,435;5,055;0;-
Sep 17, 2019;10:30 PM;-;1,435;4,980;0;-
Sep 17, 2019;10:45 PM;-;1,434;4,903;0;-
Sep 17, 2019;11:00 PM;60,673;1,434;4,828;0;36,070
Sep 17, 2019;11:15 PM;-;1,432;4,756;0;-
Sep 17, 2019;11:30 PM;-;1,431;4,682;0;-
Sep 17, 2019;11:45 PM;-;1,429;4,610;0;-
Sep 18, 2019;12:00 AM;57,574;1,180;4,729;0;34,351
Sep 18, 2019;12:15 AM;-;1,180;4,662;0;-
Sep 18, 2019;12:30 AM;-;1,179;4,594;0;-
Sep 18, 2019;12:45 AM;-;1,178;4,523;0;-
Sep 18, 2019;1:00 AM;54,676;1,178;4,455;0;32,544
Sep 18, 2019;1:15 AM;-;1,175;4,392;0;-
Sep 18, 2019;1:30 AM;-;1,173;4,327;0;-
Sep 18, 2019;1:45 AM;-;1,170;4,263;0;-
Sep 18, 2019;2:00 AM;52,568;1,167;4,197;0;30,869
Sep 18, 2019;2:15 AM;-;1,261;4,248;0;-
Sep 18, 2019;2:30 AM;-;1,254;4,192;0;-
Sep 18, 2019;2:45 AM;-;1,248;4,133;0;-
Sep 18, 2019;3:00 AM;50,863;1,243;4,018;0;30,201
Sep 18, 2019;3:15 AM;-;1,240;3,958;0;-
Sep 18, 2019;3:30 AM;-;1,237;3,897;0;-
Sep 18, 2019;3:45 AM;-;1,234;3,836;0;-
Sep 18, 2019;4:00 AM;51,454;1,231;3,774;0;31,789
Sep 18, 2019;4:15 AM;-;1,228;3,719;0;-
Sep 18, 2019;4:30 AM;-;1,224;3,663;0;-
Sep 18, 2019;4:45 AM;-;1,221;3,606;0;-
Sep 18, 2019;5:00 AM;54,188;1,219;3,551;0;35,361
Sep 18, 2019;5:15 AM;-;1,216;3,512;0;-
Sep 18, 2019;5:30 AM;-;1,213;3,473;0;-
Sep 18, 2019;5:45 AM;-;1,211;3,434;0;-
Sep 18, 2019;6:00 AM;60,301;1,203;3,445;0;41,880
Sep 18, 2019;6:15 AM;-;1,201;3,417;0;-
Sep 18, 2019;6:30 AM;-;1,198;3,391;0;-
Sep 18, 2019;6:45 AM;-;1,198;3,362;7;-
Sep 18, 2019;7:00 AM;65,673;1,194;3,332;79;46,421
Sep 18, 2019;7:15 AM;-;1,185;3,289;194;-
Sep 18, 2019;7:30 AM;-;1,176;3,244;446;-
Sep 18, 2019;7:45 AM;-;1,169;3,183;763;-
Sep 18, 2019;8:00 AM;72,832;1,160;3,117;1,115;49,379
Sep 18, 2019;8:15 AM;-;1,150;3,054;1,488;-
Sep 18, 2019;8:30 AM;-;1,141;2,991;1,886;-
Sep 18, 2019;8:45 AM;-;1,131;2,931;2,290;-
Sep 18, 2019;9:00 AM;80,605;1,121;2,872;2,694;51,261
Sep 18, 2019;9:15 AM;-;1,112;2,922;3,099;-
Sep 18, 2019;9:30 AM;-;1,103;2,975;3,484;-
Sep 18, 2019;9:45 AM;-;1,094;3,022;3,846;-
Sep 18, 2019;10:00 AM;86,362;1,085;3,072;4,179;51,020
