Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Jan 1, 2019;12:00 AM;57,054;1,261;4,556;0;33,105
Jan 1, 2019;12:15 AM;-;1,265;4,663;0;-
Jan 1, 2019;12:30 AM;-;1,270;4,774;0;-
Jan 1, 2019;12:45 AM;-;1,274;4,887;0;-
Jan 1, 2019;1:00 AM;57,400;1,278;5,000;0;31,731
Jan 1, 2019;1:15 AM;-;1,254;5,102;0;-
Jan 1, 2019;1:30 AM;-;1,255;5,208;0;-
Jan 1, 2019;1:45 AM;-;1,256;5,318;0;-
Jan 1, 2019;2:00 AM;57,275;1,256;5,423;0;29,891
Jan 1, 2019;2:15 AM;-;1,257;5,532;0;-
Jan 1, 2019;2:30 AM;-;1,257;5,644;0;-
Jan 1, 2019;2:45 AM;-;1,258;5,757;0;-
Jan 1, 2019;3:00 AM;58,024;1,258;5,870;0;29,014
Jan 1, 2019;3:15 AM;-;1,258;5,979;0;-
Jan 1, 2019;3:30 AM;-;1,232;6,038;0;-
Jan 1, 2019;3:45 AM;-;1,231;6,145;0;-
Jan 1, 2019;4:00 AM;59,301;1,230;6,248;0;28,942
Jan 1, 2019;4:15 AM;-;1,228;6,328;0;-
Jan 1, 2019;4:30 AM;-;1,226;6,409;0;-
Jan 1, 2019;4:45 AM;-;1,224;6,466;0;-
Jan 1, 2019;5:00 AM;59,895;1,222;6,523;0;28,486
Jan 1, 2019;5:15 AM;-;1,222;6,596;0;-
Jan 1, 2019;5:30 AM;-;1,221;6,673;0;-
Jan 1, 2019;5:45 AM;-;1,219;6,735;0;-
Jan 1, 2019;6:00 AM;61,103;1,218;6,918;0;28,168
Jan 1, 2019;6:15 AM;-;1,219;6,984;0;-
Jan 1, 2019;6:30 AM;-;1,220;7,047;0;-
Jan 1, 2019;6:45 AM;-;1,220;7,111;0;-
Jan 1, 2019;7:00 AM;62,545;1,222;7,170;0;28,807
Jan 1, 2019;7:15 AM;-;1,223;7,197;0;-
Jan 1, 2019;7:30 AM;-;1,224;7,224;0;-
Jan 1, 2019;7:45 AM;-;1,225;7,255;0;-
Jan 1, 2019;8:00 AM;64,231;1,225;7,271;2;29,977
Jan 1, 2019;8:15 AM;-;1,226;7,300;9;-
Jan 1, 2019;8:30 AM;-;1,228;7,330;21;-
Jan 1, 2019;8:45 AM;-;1,229;7,366;48;-
Jan 1, 2019;9:00 AM;67,016;1,230;7,401;87;31,584
Jan 1, 2019;9:15 AM;-;1,230;7,442;134;-
Jan 1, 2019;9:30 AM;-;1,231;7,484;189;-
Jan 1, 2019;9:45 AM;-;1,232;7,527;246;-
Jan 1, 2019;10:00 AM;70,886;1,232;7,568;298;34,040
Jan 1, 2019;10:15 AM;-;1,232;7,597;344;-
Jan 1, 2019;10:30 AM;-;1,231;7,626;390;-
Jan 1, 2019;10:45 AM;-;1,229;7,671;430;-
Jan 1, 2019;11:00 AM;73,525;1,228;7,713;466;35,540
Jan 1, 2019;11:15 AM;-;1,225;7,750;498;-
Jan 1, 2019;11:30 AM;-;1,221;7,787;523;-
Jan 1, 2019;11:45 AM;-;1,214;7,821;541;-
Jan 1, 2019;12:00 PM;73,603;1,206;7,859;554;35,175
Jan 1, 2019;12:15 PM;-;1,134;7,878;559;-
Jan 1, 2019;12:30 PM;-;1,125;7,925;556;-
Jan 1, 2019;12:45 PM;-;1,117;7,972;545;-
Jan 1, 2019;1:00 PM;72,551;1,109;8,018;527;33,875
Jan 1, 2019;1:15 PM;-;1,106;8,066;502;-
Jan 1, 2019;1:30 PM;-;1,103;8,112;464;-
Jan 1, 2019;1:45 PM;-;1,099;8,149;423;-
Jan 1, 2019;2:00 PM;70,371;1,097;8,187;378;31,782
Jan 1, 2019;2:15 PM;-;1,096;8,234;327;-
Jan 1, 2019;2:30 PM;-;1,097;8,280;269;-
Jan 1, 2019;2:45 PM;-;1,097;8,318;211;-
Jan 1, 2019;3:00 PM;71,041;1,097;8,354;157;32,593
Jan 1, 2019;3:15 PM;-;1,093;8,395;107;-
Jan 1, 2019;3:30 PM;-;1,102;8,455;67;-
Jan 1, 2019;3:45 PM;-;1,097;8,488;36;-
Jan 1, 2019;4:00 PM;73,089;1,091;8,523;14;34,357
Jan 1, 2019;4:15 PM;-;1,086;8,570;5;-
Jan 1, 2019;4:30 PM;-;1,082;8,623;1;-
Jan 1, 2019;4:45 PM;-;1,076;8,663;0;-
Jan 1, 2019;5:00 PM;76,198;1,069;8,703;0;36,907
Jan 1, 2019;5:15 PM;-;1,061;8,744;0;-
Jan 1, 2019;5:30 PM;-;1,055;8,783;0;-
Jan 1, 2019;5:45 PM;-;1,040;8,837;0;-
Jan 1, 2019;6:00 PM;76,738;1,030;8,881;0;36,874
Jan 1, 2019;6:15 PM;-;1,025;8,923;0;-
Jan 1, 2019;6:30 PM;-;1,019;8,966;0;-
Jan 1, 2019;6:45 PM;-;1,013;9,008;0;-
Jan 1, 2019;7:00 PM;76,180;1,008;9,049;0;35,902
Jan 1, 2019;7:15 PM;-;1,003;9,065;0;-
Jan 1, 2019;7:30 PM;-;1,003;9,071;0;-
Jan 1, 2019;7:45 PM;-;997;9,083;0;-
Jan 1, 2019;8:00 PM;73,873;990;9,092;0;33,519
Jan 1, 2019;8:15 PM;-;984;9,098;0;-
Jan 1, 2019;8:30 PM;-;979;9,110;0;-
Jan 1, 2019;8:45 PM;-;972;9,129;0;-
Jan 1, 2019;9:00 PM;72,937;967;9,144;0;32,513
Jan 1, 2019;9:15 PM;-;966;9,139;0;-
Jan 1, 2019;9:30 PM;-;965;9,135;0;-
Jan 1, 2019;9:45 PM;-;962;9,147;0;-
Jan 1, 2019;10:00 PM;72,054;973;9,014;0;32,226
Jan 1, 2019;10:15 PM;-;978;8,989;0;-
Jan 1, 2019;10:30 PM;-;983;8,962;0;-
Jan 1, 2019;10:45 PM;-;989;8,942;0;-
Jan 1, 2019;11:00 PM;70,739;993;8,916;0;31,211
Jan 1, 2019;11:15 PM;-;999;8,894;0;-
Jan 1, 2019;11:30 PM;-;1,004;8,870;0;-
Jan 1, 2019;11:45 PM;-;1,006;8,848;0;-
Jan 2, 2019;12:00 AM;67,088;1,038;8,577;0;28,710
Jan 2, 2019;12:15 AM;-;1,043;8,555;0;-
Jan 2, 2019;12:30 AM;-;1,049;8,533;0;-
Jan 2, 2019;12:45 AM;-;1,056;8,528;0;-
Jan 2, 2019;1:00 AM;65,481;1,063;8,518;0;27,234
Jan 2, 2019;1:15 AM;-;1,069;8,499;0;-
Jan 2, 2019;1:30 AM;-;1,076;8,480;0;-
Jan 2, 2019;1:45 AM;-;1,082;8,461;0;-
Jan 2, 2019;2:00 AM;65,490;1,088;8,462;0;27,423
Jan 2, 2019;2:15 AM;-;1,098;8,430;0;-
Jan 2, 2019;2:30 AM;-;1,107;8,401;0;-
Jan 2, 2019;2:45 AM;-;1,116;8,366;0;-
Jan 2, 2019;3:00 AM;65,013;1,126;8,330;0;27,387
Jan 2, 2019;3:15 AM;-;1,136;8,287;0;-
Jan 2, 2019;3:30 AM;-;1,146;8,245;0;-
Jan 2, 2019;3:45 AM;-;1,156;8,200;0;-
Jan 2, 2019;4:00 AM;65,100;1,165;8,158;0;27,993
Jan 2, 2019;4:15 AM;-;1,173;8,123;0;-
Jan 2, 2019;4:30 AM;-;1,182;8,085;0;-
Jan 2, 2019;4:45 AM;-;1,191;8,031;0;-
Jan 2, 2019;5:00 AM;67,338;1,198;7,975;0;30,766
Jan 2, 2019;5:15 AM;-;1,203;7,956;0;-
Jan 2, 2019;5:30 AM;-;1,208;7,938;0;-
Jan 2, 2019;5:45 AM;-;1,213;7,883;0;-
Jan 2, 2019;6:00 AM;71,889;1,217;7,968;0;35,409
Jan 2, 2019;6:15 AM;-;1,219;7,924;0;-
Jan 2, 2019;6:30 AM;-;1,221;7,878;0;-
Jan 2, 2019;6:45 AM;-;1,223;7,829;0;-
Jan 2, 2019;7:00 AM;76,382;1,224;7,777;0;40,847
Jan 2, 2019;7:15 AM;-;1,222;7,700;0;-
Jan 2, 2019;7:30 AM;-;1,220;7,622;0;-
Jan 2, 2019;7:45 AM;-;1,218;7,552;0;-
Jan 2, 2019;8:00 AM;78,875;1,216;7,452;2;44,543
Jan 2, 2019;8:15 AM;-;1,221;7,371;11;-
Jan 2, 2019;8:30 AM;-;1,217;7,291;38;-
Jan 2, 2019;8:45 AM;-;1,214;7,212;90;-
Jan 2, 2019;9:00 AM;80,205;1,210;7,138;172;45,618
Jan 2, 2019;9:15 AM;-;1,202;7,075;294;-
Jan 2, 2019;9:30 AM;-;1,232;7,016;444;-
Jan 2, 2019;9:45 AM;-;1,234;6,982;591;-
Jan 2, 2019;10:00 AM;82,867;1,224;6,940;748;46,315
Jan 2, 2019;10:15 AM;-;1,208;6,931;908;-
Jan 2, 2019;10:30 AM;-;1,194;6,923;1,070;-
Jan 2, 2019;10:45 AM;-;1,199;7,000;1,209;-
Jan 2, 2019;11:00 AM;84,819;1,230;7,008;1,333;46,240
Jan 2, 2019;11:15 AM;-;1,201;6,997;1,434;-
Jan 2, 2019;11:30 AM;-;1,174;6,989;1,517;-
Jan 2, 2019;11:45 AM;-;1,147;6,978;1,573;-
Jan 2, 2019;12:00 PM;85,339;1,118;6,964;1,611;46,823
Jan 2, 2019;12:15 PM;-;1,092;6,943;1,634;-
Jan 2, 2019;12:30 PM;-;1,067;6,918;1,635;-
Jan 2, 2019;12:45 PM;-;1,040;6,889;1,608;-
Jan 2, 2019;1:00 PM;83,967;1,015;6,854;1,555;47,476
Jan 2, 2019;1:15 PM;-;999;6,762;1,481;-
Jan 2, 2019;1:30 PM;-;981;6,665;1,382;-
Jan 2, 2019;1:45 PM;-;965;6,564;1,269;-
Jan 2, 2019;2:00 PM;80,270;949;6,458;1,140;47,966
Jan 2, 2019;2:15 PM;-;937;6,308;1,002;-
Jan 2, 2019;2:30 PM;-;922;6,157;845;-
Jan 2, 2019;2:45 PM;-;909;5,988;689;-
Jan 2, 2019;3:00 PM;74,701;897;5,814;529;47,644
Jan 2, 2019;3:15 PM;-;888;5,651;368;-
Jan 2, 2019;3:30 PM;-;879;5,485;227;-
Jan 2, 2019;3:45 PM;-;871;5,332;119;-
Jan 2, 2019;4:00 PM;72,823;865;5,180;46;49,218
Jan 2, 2019;4:15 PM;-;864;5,075;13;-
Jan 2, 2019;4:30 PM;-;861;4,969;3;-
Jan 2, 2019;4:45 PM;-;859;4,871;1;-
Jan 2, 2019;5:00 PM;72,879;859;4,775;0;50,819
Jan 2, 2019;5:15 PM;-;858;4,695;0;-
Jan 2, 2019;5:30 PM;-;857;4,617;0;-
Jan 2, 2019;5:45 PM;-;855;4,546;0;-
Jan 2, 2019;6:00 PM;72,115;854;4,476;0;51,210
Jan 2, 2019;6:15 PM;-;852;4,407;0;-
Jan 2, 2019;6:30 PM;-;850;4,341;0;-
Jan 2, 2019;6:45 PM;-;848;4,279;0;-
Jan 2, 2019;7:00 PM;71,329;847;4,216;0;51,570
Jan 2, 2019;7:15 PM;-;846;4,134;0;-
Jan 2, 2019;7:30 PM;-;846;4,050;0;-
Jan 2, 2019;7:45 PM;-;844;3,977;0;-
Jan 2, 2019;8:00 PM;68,002;845;3,902;0;49,473
Jan 2, 2019;8:15 PM;-;846;3,825;0;-
Jan 2, 2019;8:30 PM;-;847;3,745;0;-
Jan 2, 2019;8:45 PM;-;848;3,674;0;-
Jan 2, 2019;9:00 PM;64,716;848;3,607;0;47,307
Jan 2, 2019;9:15 PM;-;853;3,534;0;-
Jan 2, 2019;9:30 PM;-;858;3,459;0;-
Jan 2, 2019;9:45 PM;-;860;3,389;0;-
Jan 2, 2019;10:00 PM;63,104;864;3,300;0;46,673
Jan 2, 2019;10:15 PM;-;870;3,257;0;-
Jan 2, 2019;10:30 PM;-;877;3,212;0;-
Jan 2, 2019;10:45 PM;-;883;3,168;0;-
Jan 2, 2019;11:00 PM;60,607;891;3,125;0;44,624
Jan 2, 2019;11:15 PM;-;899;3,105;0;-
Jan 2, 2019;11:30 PM;-;906;3,084;0;-
Jan 2, 2019;11:45 PM;-;913;3,062;0;-
Jan 3, 2019;12:00 AM;59,002;956;2,886;0;43,666
Jan 3, 2019;12:15 AM;-;965;2,871;0;-
Jan 3, 2019;12:30 AM;-;974;2,856;0;-
Jan 3, 2019;12:45 AM;-;985;2,843;0;-
Jan 3, 2019;1:00 AM;58,568;993;2,834;0;43,290
Jan 3, 2019;1:15 AM;-;993;2,829;0;-
Jan 3, 2019;1:30 AM;-;995;2,823;0;-
Jan 3, 2019;1:45 AM;-;996;2,817;0;-
Jan 3, 2019;2:00 AM;57,531;998;2,809;0;42,305
Jan 3, 2019;2:15 AM;-;997;2,809;0;-
Jan 3, 2019;2:30 AM;-;996;2,810;0;-
Jan 3, 2019;2:45 AM;-;995;2,811;0;-
Jan 3, 2019;3:00 AM;56,702;994;2,812;0;41,325
Jan 3, 2019;3:15 AM;-;997;2,834;0;-
Jan 3, 2019;3:30 AM;-;1,000;2,856;0;-
Jan 3, 2019;3:45 AM;-;1,003;2,882;0;-
Jan 3, 2019;4:00 AM;57,684;1,004;2,907;0;41,930
Jan 3, 2019;4:15 AM;-;1,004;2,926;0;-
Jan 3, 2019;4:30 AM;-;1,002;2,946;0;-
Jan 3, 2019;4:45 AM;-;1,000;2,965;0;-
Jan 3, 2019;5:00 AM;61,464;999;2,981;0;45,487
Jan 3, 2019;5:15 AM;-;1,000;2,989;0;-
Jan 3, 2019;5:30 AM;-;1,002;2,997;0;-
Jan 3, 2019;5:45 AM;-;1,003;3,008;0;-
Jan 3, 2019;6:00 AM;67,891;1,003;3,037;0;51,699
Jan 3, 2019;6:15 AM;-;998;3,048;0;-
Jan 3, 2019;6:30 AM;-;992;3,059;0;-
Jan 3, 2019;6:45 AM;-;986;3,069;0;-
Jan 3, 2019;7:00 AM;71,408;980;3,080;0;55,276
Jan 3, 2019;7:15 AM;-;972;3,071;0;-
Jan 3, 2019;7:30 AM;-;960;3,064;0;-
Jan 3, 2019;7:45 AM;-;950;3,056;0;-
Jan 3, 2019;8:00 AM;75,346;938;3,048;2;59,341
Jan 3, 2019;8:15 AM;-;930;3,035;16;-
Jan 3, 2019;8:30 AM;-;920;3,023;51;-
Jan 3, 2019;8:45 AM;-;912;3,009;122;-
Jan 3, 2019;9:00 AM;75,852;902;2,993;217;58,869
Jan 3, 2019;9:15 AM;-;884;2,973;336;-
Jan 3, 2019;9:30 AM;-;866;2,951;473;-
Jan 3, 2019;9:45 AM;-;849;2,929;611;-
Jan 3, 2019;10:00 AM;77,867;830;2,904;745;59,829
Jan 3, 2019;10:15 AM;-;807;2,841;861;-
Jan 3, 2019;10:30 AM;-;785;2,776;963;-
Jan 3, 2019;10:45 AM;-;763;2,715;1,050;-
Jan 3, 2019;11:00 AM;79,073;743;2,656;1,123;61,080
Jan 3, 2019;11:15 AM;-;721;2,615;1,181;-
Jan 3, 2019;11:30 AM;-;700;2,574;1,223;-
Jan 3, 2019;11:45 AM;-;678;2,535;1,246;-
Jan 3, 2019;12:00 PM;78,806;658;2,497;1,254;61,546
Jan 3, 2019;12:15 PM;-;636;2,472;1,248;-
Jan 3, 2019;12:30 PM;-;614;2,449;1,225;-
Jan 3, 2019;12:45 PM;-;593;2,427;1,188;-
Jan 3, 2019;1:00 PM;77,226;572;2,402;1,137;61,464
Jan 3, 2019;1:15 PM;-;559;2,378;1,071;-
Jan 3, 2019;1:30 PM;-;546;2,352;991;-
Jan 3, 2019;1:45 PM;-;533;2,323;901;-
Jan 3, 2019;2:00 PM;74,072;521;2,292;801;60,509
Jan 3, 2019;2:15 PM;-;514;2,263;693;-
Jan 3, 2019;2:30 PM;-;506;2,233;577;-
Jan 3, 2019;2:45 PM;-;501;2,203;461;-
Jan 3, 2019;3:00 PM;71,410;496;2,177;346;59,917
Jan 3, 2019;3:15 PM;-;493;2,177;241;-
Jan 3, 2019;3:30 PM;-;492;2,173;151;-
Jan 3, 2019;3:45 PM;-;492;2,175;81;-
Jan 3, 2019;4:00 PM;71,721;491;2,181;32;60,841
Jan 3, 2019;4:15 PM;-;494;2,205;9;-
Jan 3, 2019;4:30 PM;-;494;2,230;2;-
Jan 3, 2019;4:45 PM;-;497;2,246;0;-
Jan 3, 2019;5:00 PM;72,981;500;2,267;0;61,749
Jan 3, 2019;5:15 PM;-;506;2,290;0;-
Jan 3, 2019;5:30 PM;-;513;2,311;0;-
Jan 3, 2019;5:45 PM;-;520;2,327;0;-
Jan 3, 2019;6:00 PM;73,171;525;2,342;0;61,639
Jan 3, 2019;6:15 PM;-;527;2,351;0;-
Jan 3, 2019;6:30 PM;-;530;2,358;0;-
Jan 3, 2019;6:45 PM;-;533;2,367;0;-
Jan 3, 2019;7:00 PM;73,205;535;2,375;0;61,680
Jan 3, 2019;7:15 PM;-;537;2,355;0;-
Jan 3, 2019;7:30 PM;-;539;2,334;0;-
Jan 3, 2019;7:45 PM;-;542;2,309;0;-
Jan 3, 2019;8:00 PM;71,407;543;2,282;0;60,277
Jan 3, 2019;8:15 PM;-;546;2,252;0;-
Jan 3, 2019;8:30 PM;-;551;2,218;0;-
Jan 3, 2019;8:45 PM;-;554;2,185;0;-
Jan 3, 2019;9:00 PM;68,439;557;2,152;0;57,839
Jan 3, 2019;9:15 PM;-;559;2,113;0;-
Jan 3, 2019;9:30 PM;-;559;2,072;0;-
Jan 3, 2019;9:45 PM;-;559;2,030;0;-
Jan 3, 2019;10:00 PM;65,670;559;1,982;0;55,601
Jan 3, 2019;10:15 PM;-;563;1,964;0;-
Jan 3, 2019;10:30 PM;-;564;1,946;0;-
Jan 3, 2019;10:45 PM;-;568;1,923;0;-
Jan 3, 2019;11:00 PM;61,468;570;1,904;0;51,584
Jan 3, 2019;11:15 PM;-;575;1,897;0;-
Jan 3, 2019;11:30 PM;-;580;1,889;0;-
Jan 3, 2019;11:45 PM;-;585;1,884;0;-
Jan 4, 2019;12:00 AM;58,630;496;1,721;0;49,618
Jan 4, 2019;12:15 AM;-;512;1,730;0;-
Jan 4, 2019;12:30 AM;-;529;1,736;0;-
Jan 4, 2019;12:45 AM;-;545;1,744;0;-
Jan 4, 2019;1:00 AM;58,000;564;1,749;0;48,350
Jan 4, 2019;1:15 AM;-;597;1,785;0;-
Jan 4, 2019;1:30 AM;-;632;1,818;0;-
Jan 4, 2019;1:45 AM;-;667;1,838;0;-
Jan 4, 2019;2:00 AM;58,174;703;1,877;0;47,235
Jan 4, 2019;2:15 AM;-;740;1,947;0;-
Jan 4, 2019;2:30 AM;-;777;2,016;0;-
Jan 4, 2019;2:45 AM;-;806;2,073;0;-
Jan 4, 2019;3:00 AM;60,025;839;2,140;0;47,413
Jan 4, 2019;3:15 AM;-;875;2,220;0;-
Jan 4, 2019;3:30 AM;-;911;2,302;0;-
Jan 4, 2019;3:45 AM;-;950;2,374;0;-
Jan 4, 2019;4:00 AM;62,019;988;2,448;0;47,560
Jan 4, 2019;4:15 AM;-;1,018;2,538;0;-
Jan 4, 2019;4:30 AM;-;1,048;2,628;0;-
Jan 4, 2019;4:45 AM;-;1,078;2,713;0;-
Jan 4, 2019;5:00 AM;64,901;1,105;2,791;0;48,667
Jan 4, 2019;5:15 AM;-;1,116;2,892;0;-
Jan 4, 2019;5:30 AM;-;1,128;2,990;0;-
Jan 4, 2019;5:45 AM;-;1,138;3,074;0;-
Jan 4, 2019;6:00 AM;68,794;1,148;3,202;0;50,833
Jan 4, 2019;6:15 AM;-;1,162;3,301;0;-
Jan 4, 2019;6:30 AM;-;1,129;3,396;0;-
Jan 4, 2019;6:45 AM;-;1,136;3,489;0;-
Jan 4, 2019;7:00 AM;71,937;1,133;3,547;0;52,694
Jan 4, 2019;7:15 AM;-;1,136;3,635;0;-
Jan 4, 2019;7:30 AM;-;1,138;3,722;0;-
Jan 4, 2019;7:45 AM;-;1,140;3,793;0;-
Jan 4, 2019;8:00 AM;76,409;1,144;3,862;2;55,874
Jan 4, 2019;8:15 AM;-;1,146;3,930;10;-
Jan 4, 2019;8:30 AM;-;1,149;3,996;28;-
Jan 4, 2019;8:45 AM;-;1,149;4,062;59;-
Jan 4, 2019;9:00 AM;78,059;1,151;4,127;99;55,875
Jan 4, 2019;9:15 AM;-;1,150;4,187;146;-
Jan 4, 2019;9:30 AM;-;1,148;4,251;199;-
Jan 4, 2019;9:45 AM;-;1,147;4,325;254;-
Jan 4, 2019;10:00 AM;79,023;1,148;4,399;304;55,005
Jan 4, 2019;10:15 AM;-;1,145;4,462;346;-
Jan 4, 2019;10:30 AM;-;1,144;4,524;388;-
Jan 4, 2019;10:45 AM;-;1,142;4,597;421;-
Jan 4, 2019;11:00 AM;79,682;1,141;4,668;448;54,172
Jan 4, 2019;11:15 AM;-;1,139;4,735;469;-
Jan 4, 2019;11:30 AM;-;1,137;4,804;483;-
Jan 4, 2019;11:45 AM;-;1,135;4,862;491;-
Jan 4, 2019;12:00 PM;80,711;1,132;4,922;493;54,179
Jan 4, 2019;12:15 PM;-;1,130;4,992;489;-
Jan 4, 2019;12:30 PM;-;1,129;5,059;479;-
Jan 4, 2019;12:45 PM;-;1,128;5,117;464;-
Jan 4, 2019;1:00 PM;80,736;1,127;5,174;443;53,790
Jan 4, 2019;1:15 PM;-;1,126;5,200;418;-
Jan 4, 2019;1:30 PM;-;1,125;5,225;386;-
Jan 4, 2019;1:45 PM;-;1,125;5,249;350;-
Jan 4, 2019;2:00 PM;79,774;1,125;5,273;311;53,061
Jan 4, 2019;2:15 PM;-;1,126;5,294;269;-
Jan 4, 2019;2:30 PM;-;1,126;5,318;225;-
Jan 4, 2019;2:45 PM;-;1,128;5,338;181;-
Jan 4, 2019;3:00 PM;78,776;1,128;5,357;138;52,413
Jan 4, 2019;3:15 PM;-;1,125;5,374;99;-
Jan 4, 2019;3:30 PM;-;1,122;5,392;66;-
Jan 4, 2019;3:45 PM;-;1,120;5,404;38;-
Jan 4, 2019;4:00 PM;78,566;1,119;5,418;19;52,382
Jan 4, 2019;4:15 PM;-;1,123;5,415;7;-
Jan 4, 2019;4:30 PM;-;1,127;5,414;1;-
Jan 4, 2019;4:45 PM;-;1,131;5,411;0;-
Jan 4, 2019;5:00 PM;81,104;1,135;5,408;0;54,914
Jan 4, 2019;5:15 PM;-;1,139;5,408;0;-
Jan 4, 2019;5:30 PM;-;1,144;5,405;0;-
Jan 4, 2019;5:45 PM;-;1,149;5,402;0;-
Jan 4, 2019;6:00 PM;79,269;1,154;5,401;0;53,015
Jan 4, 2019;6:15 PM;-;1,157;5,403;0;-
Jan 4, 2019;6:30 PM;-;1,160;5,406;0;-
Jan 4, 2019;6:45 PM;-;1,163;5,411;0;-
Jan 4, 2019;7:00 PM;79,161;1,166;5,413;0;52,745
Jan 4, 2019;7:15 PM;-;1,173;5,431;0;-
Jan 4, 2019;7:30 PM;-;1,177;5,451;0;-
Jan 4, 2019;7:45 PM;-;1,143;5,462;0;-
Jan 4, 2019;8:00 PM;76,884;1,148;5,483;0;50,187
Jan 4, 2019;8:15 PM;-;1,152;5,507;0;-
Jan 4, 2019;8:30 PM;-;1,156;5,532;0;-
Jan 4, 2019;8:45 PM;-;1,161;5,559;0;-
Jan 4, 2019;9:00 PM;73,570;1,166;5,584;0;46,410
Jan 4, 2019;9:15 PM;-;1,170;5,607;0;-
Jan 4, 2019;9:30 PM;-;1,175;5,630;0;-
Jan 4, 2019;9:45 PM;-;1,179;5,651;0;-
Jan 4, 2019;10:00 PM;71,330;1,183;5,557;0;44,181
Jan 4, 2019;10:15 PM;-;1,185;5,587;0;-
Jan 4, 2019;10:30 PM;-;1,185;5,618;0;-
Jan 4, 2019;10:45 PM;-;1,185;5,650;0;-
Jan 4, 2019;11:00 PM;69,845;1,185;5,682;0;42,197
Jan 4, 2019;11:15 PM;-;1,184;5,717;0;-
Jan 4, 2019;11:30 PM;-;1,183;5,752;0;-
Jan 4, 2019;11:45 PM;-;1,162;5,783;0;-
Jan 5, 2019;12:00 AM;66,511;1,025;5,874;0;38,652
Jan 5, 2019;12:15 AM;-;1,021;5,922;0;-
Jan 5, 2019;12:30 AM;-;1,018;5,969;0;-
Jan 5, 2019;12:45 AM;-;1,015;6,015;0;-
Jan 5, 2019;1:00 AM;66,149;1,011;6,064;0;37,486
Jan 5, 2019;1:15 AM;-;1,006;6,127;0;-
Jan 5, 2019;1:30 AM;-;1,001;6,193;0;-
Jan 5, 2019;1:45 AM;-;997;6,265;0;-
Jan 5, 2019;2:00 AM;66,526;992;6,321;0;36,934
Jan 5, 2019;2:15 AM;-;991;6,378;0;-
Jan 5, 2019;2:30 AM;-;989;6,435;0;-
Jan 5, 2019;2:45 AM;-;988;6,499;0;-
Jan 5, 2019;3:00 AM;66,431;987;6,560;0;35,894
Jan 5, 2019;3:15 AM;-;986;6,620;0;-
Jan 5, 2019;3:30 AM;-;986;6,681;0;-
Jan 5, 2019;3:45 AM;-;986;6,733;0;-
Jan 5, 2019;4:00 AM;67,044;987;6,784;0;35,805
Jan 5, 2019;4:15 AM;-;988;6,810;0;-
Jan 5, 2019;4:30 AM;-;990;6,834;0;-
Jan 5, 2019;4:45 AM;-;992;6,855;0;-
Jan 5, 2019;5:00 AM;68,305;993;6,877;0;36,729
Jan 5, 2019;5:15 AM;-;994;6,895;0;-
Jan 5, 2019;5:30 AM;-;995;6,914;0;-
Jan 5, 2019;5:45 AM;-;996;6,913;0;-
Jan 5, 2019;6:00 AM;70,114;997;7,040;0;38,032
Jan 5, 2019;6:15 AM;-;998;7,027;0;-
Jan 5, 2019;6:30 AM;-;998;7,014;0;-
Jan 5, 2019;6:45 AM;-;1,000;7,009;0;-
Jan 5, 2019;7:00 AM;71,500;1,000;6,995;0;39,925
Jan 5, 2019;7:15 AM;-;999;6,927;0;-
Jan 5, 2019;7:30 AM;-;997;6,862;0;-
Jan 5, 2019;7:45 AM;-;995;6,800;0;-
Jan 5, 2019;8:00 AM;73,823;993;6,719;1;43,440
Jan 5, 2019;8:15 AM;-;993;6,632;6;-
Jan 5, 2019;8:30 AM;-;993;6,546;16;-
Jan 5, 2019;8:45 AM;-;991;6,459;37;-
Jan 5, 2019;9:00 AM;76,719;991;6,369;63;47,424
Jan 5, 2019;9:15 AM;-;994;6,261;95;-
Jan 5, 2019;9:30 AM;-;996;6,156;131;-
Jan 5, 2019;9:45 AM;-;998;6,073;168;-
Jan 5, 2019;10:00 AM;78,126;1,004;5,999;200;49,725
Jan 5, 2019;10:15 AM;-;998;5,900;227;-
Jan 5, 2019;10:30 AM;-;1,010;5,805;255;-
Jan 5, 2019;10:45 AM;-;1,003;5,721;279;-
Jan 5, 2019;11:00 AM;78,167;996;5,634;300;50,858
Jan 5, 2019;11:15 AM;-;988;5,563;317;-
Jan 5, 2019;11:30 AM;-;980;5,492;330;-
Jan 5, 2019;11:45 AM;-;970;5,401;340;-
Jan 5, 2019;12:00 PM;77,145;961;5,312;346;51,238
Jan 5, 2019;12:15 PM;-;951;5,227;347;-
Jan 5, 2019;12:30 PM;-;941;5,144;343;-
Jan 5, 2019;12:45 PM;-;932;5,069;336;-
Jan 5, 2019;1:00 PM;75,170;922;4,993;324;50,861
Jan 5, 2019;1:15 PM;-;913;4,913;308;-
Jan 5, 2019;1:30 PM;-;904;4,834;285;-
Jan 5, 2019;1:45 PM;-;895;4,760;259;-
Jan 5, 2019;2:00 PM;72,548;886;4,694;231;49,952
Jan 5, 2019;2:15 PM;-;877;4,629;200;-
Jan 5, 2019;2:30 PM;-;868;4,566;164;-
Jan 5, 2019;2:45 PM;-;860;4,495;129;-
Jan 5, 2019;3:00 PM;70,141;851;4,424;96;49,269
Jan 5, 2019;3:15 PM;-;844;4,356;67;-
Jan 5, 2019;3:30 PM;-;837;4,287;42;-
